internalTaxonId,scientificName,name,genusName,speciesName,speciesAuthor,infraType,infrarankAuthor
170025,Jasus edwardsii,"Jasus novaehollandiae Holthuis, 1963",Jasus,novaehollandiae,"Holthuis, 1963",,
170025,Jasus edwardsii,"Palinurus edwardsii Hutton, 1875",Palinurus,edwardsii,"Hutton, 1875",,
170095,Thaumastocheles zaleucus,"Astacus zaleucus Thomson, 1873",Astacus,zaleucus,"Thomson, 1873",,
170097,Justitia longimanus,"Justitia mauritiana (Miers, 1882)",Justitia,mauritiana,"(Miers, 1882)",,
170097,Justitia longimanus,"Palinurus longimanus H. Milne Edwards, 1837",Palinurus,longimanus,"H. Milne Edwards, 1837",,
170028,Scyllarides herklotsii,"Scyllarus herklotsii Herklotts, 1851",Scyllarus,herklotsii,"Herklotts, 1851",,
170031,Panulirus femoristriga,"Panulirus longipes ssp. femoristriga von Martens, 1872",Panulirus,longipes,,subspecies,"von Martens, 1872"
170031,Panulirus femoristriga,"Panulirus albiflagellum Chan & Chu, 1996",Panulirus,albiflagellum,"Chan & Chu, 1996",,
170031,Panulirus femoristriga,"Palinurus femoristriga Von Martens, 1872",Palinurus,femoristriga,"Von Martens, 1872",,
170032,Nephropsis suhmi,"Nephropsis orientalis Bate, 1888",Nephropsis,orientalis,"Bate, 1888",,
170032,Nephropsis suhmi,"Nephropsis meteor Zarenkov, 1990",Nephropsis,meteor,"Zarenkov, 1990",,
170035,Palinurus mauritanicus,"Palinurus vulgaris ssp. mauritanicus Gruvel, 1911",Palinurus,vulgaris,,subspecies,"Gruvel, 1911"
170036,Metanephrops japonicus,"Nephrops japonicus Tapparone-Canefri, 1873",Nephrops,japonicus,"Tapparone-Canefri, 1873",,
170037,Eduarctus martensii,"Scyllarus martensii Pfeffer, 1881",Scyllarus,martensii,"Pfeffer, 1881",,
170038,Thymops birsteini,"Nephropides birsteini Zarenkov & Semenov, 1972",Nephropides,birsteini,"Zarenkov & Semenov, 1972",,
170039,Metanephrops formosanus,"Nephrops japonicus Chang, 1965",Nephrops,japonicus,"Chang, 1965",,
170040,Metanephrops arafurensis,"Nephrops arafurensis De Man, 1905",Nephrops,arafurensis,"De Man, 1905",,
170042,Projasus parkeri,"Jasus parkeri Stebbing, 1902",Jasus,parkeri,"Stebbing, 1902",,
170049,Palinurellus wieneckii,"Palinurelus gundlachi ssp. wieneckii (de Man, 1881)",Palinurelus,gundlachi,,subspecies,"(de Man, 1881)"
170049,Palinurellus wieneckii,"Araeosternus wieneckii de Man, 1881",Araeosternus,wieneckii,"de Man, 1881",,
170050,Metanephrops boschmai,"Nephrops boschmai Holthuis, 1964",Nephrops,boschmai,"Holthuis, 1964",,
170052,Arctides guineensis,"Scyllarus sculptus Latreille, 1818",Scyllarus,sculptus,"Latreille, 1818",,
170052,Arctides guineensis,"Scyllarides sculptus ssp. bermudensis Verrill, 1922",Scyllarides,sculptus,,subspecies,"Verrill, 1922"
170052,Arctides guineensis,"Scyllarides sculptus Chace, 1937",Scyllarides,sculptus,"Chace, 1937",,
170052,Arctides guineensis,"Scyllarides guineensis Holthuis, 1946",Scyllarides,guineensis,"Holthuis, 1946",,
170052,Arctides guineensis,"Scyllarus guineensis Spengler, 1799",Scyllarus,guineensis,"Spengler, 1799",,
170053,Metanephrops sibogae,"Nephrops sibogae De Man, 1916",Nephrops,sibogae,"De Man, 1916",,
170054,Linuparus trigonus,"Palinurus trigonus Von Siebold, 1824",Palinurus,trigonus,"Von Siebold, 1824",,
170055,Petrarctus rugosus,"Scyllarus tuberculatus (Bate, 1888)",Scyllarus,tuberculatus,"(Bate, 1888)",,
170055,Petrarctus rugosus,"Arctus tuberculatus Bate, 1888",Arctus,tuberculatus,"Bate, 1888",,
170055,Petrarctus rugosus,"Scyllarus rugosus H. Milne Edwards, 1837",Scyllarus,rugosus,"H. Milne Edwards, 1837",,
170056,Scyllarus pygmaeus,"Arctus immaturus Bate, 1888",Arctus,immaturus,"Bate, 1888",,
170056,Scyllarus pygmaeus,"Scyllarus immaturus Bouvier, 1912",Scyllarus,immaturus,"Bouvier, 1912",,
170056,Scyllarus pygmaeus,"Arctus pygmaeus Bate, 1888",Arctus,pygmaeus,"Bate, 1888",,
170066,Panulirus longipes,"Palinurus longipes A. Milne Edwards, 1868",Palinurus,longipes,"A. Milne Edwards, 1868",,
170067,Panulirus marginatus,"Palinurus marginatus Quoy & Gaimard, 1825",Palinurus,marginatus,"Quoy & Gaimard, 1825",,
170071,Parribacus antarcticus,"Parribacus ursusmajor De Man, 1916",Parribacus,ursusmajor,"De Man, 1916",,
170071,Parribacus antarcticus,"Scyllarus antarcticus Lund, 1793",Scyllarus,antarcticus,"Lund, 1793",,
170072,Jasus lalandii,"Palinostus lalandii Bate, 1888",Palinostus,lalandii,"Bate, 1888",,
170072,Jasus lalandii,"Palinosytus lalandii Stebbing, 1893",Palinosytus,lalandii,"Stebbing, 1893",,
170072,Jasus lalandii,"Palinurus lalandii H. Milne Edwards, 1837",Palinurus,lalandii,"H. Milne Edwards, 1837",,
170073,Panulirus cygnus,"Panulirus longipes ssp. cygnus George, 1962",Panulirus,longipes,,subspecies,"George, 1962"
170075,Scyllarides aequinoctialis,"Scyllarus aequinoctialis Lund, 1793",Scyllarus,aequinoctialis,"Lund, 1793",,
171795,Phaenandrogomphus tonkinicus,"Phaenandrogomphus chaoi Zhu & Liang, 1991",Phaenandrogomphus,chaoi,"Zhu & Liang, 1991",,
171925,Archon apollinus,"Papilio apollinus Herbst, 1798",Papilio,apollinus,"Herbst, 1798",,
171926,Hipparchia azorina,"Hipparchia occidentalis (Sousa, 1982)",Hipparchia,occidentalis,"(Sousa, 1982)",,
173209,Hipparchia fagi,"Papilio fagi Scopoli, 1763",Papilio,fagi,"Scopoli, 1763",,
173211,Lysandra coridon,"Papilio coridon Poda, 1761",Papilio,coridon,"Poda, 1761",,
173211,Lysandra coridon,"Polyommatus coridon (Poda, 1761)",Polyommatus,coridon,"(Poda, 1761)",,
173216,Pyrgus andromedae,"Syrichthus andromedae Wallengren, 1853",Syrichthus,andromedae,"Wallengren, 1853",,
173217,Carcharodus baeticus,"Carcharodus baeticus (Rambur, 1840) [orth. error]",Carcharodus,baeticus,"(Rambur, 1840) [orth. error]",,
173217,Carcharodus baeticus,"Syrichtus boeticus Rambur, 1839",Syrichtus,boeticus,"Rambur, 1839",,
173222,Cyclyrius webbianus,"Polyommatus webbianus Brullé, 1840",Polyommatus,webbianus,"Brullé, 1840",,
173222,Cyclyrius webbianus,"Leptotes webbianus (Brullé, 1840)",Leptotes,webbianus,"(Brullé, 1840)",,
173226,Pyrgus cacaliae,"Hesperia cacaliae Rambur, 1839",Hesperia,cacaliae,"Rambur, 1839",,
173230,Erebia montana,"Papilio montanus de Prunner, 1798",Papilio,montanus,"de Prunner, 1798",,
173233,Hipparchia volgensis,"Satyrus volgensis Mazochin-Porshnjakov, 1952",Satyrus,volgensis,"Mazochin-Porshnjakov, 1952",,
173236,Erebia meolans,"Papilio meolans de Prunner, 1798",Papilio,meolans,"de Prunner, 1798",,
173243,Pyrgus warrenensis,"Hesperia warrenensis Verity, 1928",Hesperia,warrenensis,"Verity, 1928",,
173246,Erebia oeme,"Papilio oeme Hübner, 1804",Papilio,oeme,"Hübner, 1804",,
173247,Pseudophilotes panoptes,"Papilio panoptes Hübner, 1813",Papilio,panoptes,"Hübner, 1813",,
173254,Hipparchia semele,"Papilio semele Linnaeus, 1758",Papilio,semele,"Linnaeus, 1758",,
173255,Pyrgus foulquieri,"Syrichthus bellieri Oberthür, 1910",Syrichthus,bellieri,"Oberthür, 1910",,
173255,Pyrgus foulquieri,"Syrichthus alveus fma. bellieri Oberthür, 1910",Syrichthus,alveus,,forma,"Oberthür, 1910"
173255,Pyrgus foulquieri,"Syrichtus alveus fma. foulquieri Oberthür, 1910",Syrichtus,alveus,,forma,"Oberthür, 1910"
173256,Agriades glandon,"Papilio glandon de Prunner, 1798",Papilio,glandon,"de Prunner, 1798",,
173256,Agriades glandon,"Plebejus glandon (de Prunner, 1798)",Plebejus,glandon,"(de Prunner, 1798)",,
173257,Polyommatus nivescens,"Lycaena nivescens Keferstein, 1851",Lycaena,nivescens,"Keferstein, 1851",,
173261,Erebia triarius,"Erebia triarius (de Prunner, 1798) [orth. error]",Erebia,triarius,"(de Prunner, 1798) [orth. error]",,
173261,Erebia triarius,"Papilio triarius de Prunner, 1798",Papilio,triarius,"de Prunner, 1798",,
173262,Lysandra hispana,"Lycaena hispana Herrich-Schäffer, 1851",Lycaena,hispana,"Herrich-Schäffer, 1851",,
173262,Lysandra hispana,"Polyommatus hispanus (Herrich-Schäffer, 1851)",Polyommatus,hispanus,"(Herrich-Schäffer, 1851)",,
173268,Aricia morronensis,"Lycaena amburi ssp. morronensis Ribbe, 1910",Lycaena,amburi,,subspecies,"Ribbe, 1910"
173269,Agriades pyrenaicus,"Lycaena pyrenaica Boisduval, 1840",Lycaena,pyrenaica,"Boisduval, 1840",,
173269,Agriades pyrenaicus,"Plebejus pyrenaicus (Boisduval, 1840)",Plebejus,pyrenaicus,"(Boisduval, 1840)",,
173277,Pseudophilotes baton,"Papilio baton Bergsträsser, 1779",Papilio,baton,"Bergsträsser, 1779",,
173278,Erebia albergana,"Papilio alberganus de Prunner, 1798",Papilio,alberganus,"de Prunner, 1798",,
173280,Erebia epistygne,"Erebia epistgyne (Hübner, 1819) [orth. error]",Erebia,epistgyne,"(Hübner, 1819) [orth. error]",,
173280,Erebia epistygne,"Papilio epistygne Hübner, 1819",Papilio,epistygne,"Hübner, 1819",,
173282,Satyrus actaea,"Papilio actaea Esper, 1781",Papilio,actaea,"Esper, 1781",,
173284,Erebia epiphron,"Papilio epiphron Knoch, 1783",Papilio,epiphron,"Knoch, 1783",,
173288,Melanargia lachesis,"Papilio lachesis Hübner, 1790",Papilio,lachesis,"Hübner, 1790",,
173297,Laeosopis roboris,"Papilio roboris Esper, 1794",Papilio,roboris,"Esper, 1794",,
173306,Polyommatus fulgens,"Hirsutina fulgens de Sagarra, 1925",Hirsutina,fulgens,"de Sagarra, 1925",,
173307,Pyrgus carlinae,"Hesperia carlinae Rambur, 1839",Hesperia,carlinae,"Rambur, 1839",,
173309,Pyrgus malvoides,"Hesperia malvae ssp. malvoides Elwes &amp; Edwards, 1897",Hesperia,malvae,,subspecies,"Elwes &amp; Edwards, 1897"
173311,Polyommatus aroaniensis,"Agrodiaetus aroaniensis Brown, 1976",Agrodiaetus,aroaniensis,"Brown, 1976",,
173314,Erebia melas,"Papilio melas Herbst, 1796",Papilio,melas,"Herbst, 1796",,
174495,Sarasaeschna minuta,"Oligoaeschna minuta Asahina, 1986",Oligoaeschna,minuta,"Asahina, 1986",,
174521,Indocypha silbergliedi,"Indocypha silvergliedi Asahina, 1988 [orth. error]",Indocypha,silvergliedi,"Asahina, 1988 [orth. error]",,
174522,Libellago aurantiaca,"Micromerus annandali Laidlaw, 1903",Micromerus,annandali,"Laidlaw, 1903",,
174522,Libellago aurantiaca,"Micromerus aurantiacus Selys, 1859",Micromerus,aurantiacus,"Selys, 1859",,
174527,Agriocnemis nana,"Agriocnemis naia Fraser, 1924",Agriocnemis,naia,"Fraser, 1924",,
175152,Elattoneura souteri,"Disparoneura souteri Fraser, 1924",Disparoneura,souteri,"Fraser, 1924",,
175156,Chlorogomphus xanthoptera,"Orogomphus xanthoptera Fraser, 1919",Orogomphus,xanthoptera,"Fraser, 1919",,
175156,Chlorogomphus xanthoptera,"Chlorogomphus brittoi Navás, 1934",Chlorogomphus,brittoi,"Navás, 1934",,
175158,Heliogomphus promelas,"Gomphus promelas Selys, 1873",Gomphus,promelas,"Selys, 1873",,
175161,Merogomphus longistigma,"Indogomphus longistigma Fraser, 1922",Indogomphus,longistigma,"Fraser, 1922",,
175162,Protosticta gravelyi,"Protosticta mortoni Fraser,1924",Protosticta,mortoni,"Fraser,1924",,
175162,Protosticta gravelyi,"Protosticta stevensi Fraser, 1922",Protosticta,stevensi,"Fraser, 1922",,
175168,Idionyx nilgiriensis,"Phyllomacromia nilgiriensis Fraser, 1918",Phyllomacromia,nilgiriensis,"Fraser, 1918",,
175169,Euphaea fraseri,"Pseudophaea fraseri Laidlow, 1920",Pseudophaea,fraseri,"Laidlow, 1920",,
175169,Euphaea fraseri,"Pseudoeuphaea fraseri ssp. wynaadensis Fraser, 1922",Pseudoeuphaea,fraseri,,subspecies,"Fraser, 1922"
175171,Idionyx corona,"Idionyx burliyarensis Fraser, 1922",Idionyx,burliyarensis,"Fraser, 1922",,
175171,Idionyx corona,"Idionyx nilgiriensis Fraser, 1922",Idionyx,nilgiriensis,"Fraser, 1922",,
175176,Caconeura t-coerulea,"Indoneura t-coerulea Fraser, 1933",Indoneura,t-coerulea,"Fraser, 1933",,
175177,Caconeura gomphoides,"Argia gomphoides Rambur, 1942",Argia,gomphoides,"Rambur, 1942",,
175179,Epithemis mariae,"Amphithemis mariae Laidlaw, 1915",Amphithemis,mariae,"Laidlaw, 1915",,
175181,Elattoneura nigerrima,"Disparoneura nigerrima Laidlaw, 1917",Disparoneura,nigerrima,"Laidlaw, 1917",,
175182,Asiagomphus nilgiricus,"Gomphus nilgiricus Laidlaw, 1922",Gomphus,nilgiricus,"Laidlaw, 1922",,
175183,Elattoneura tetrica,"Disparoneura tetrica Laidlaw, 1917",Disparoneura,tetrica,"Laidlaw, 1917",,
175184,Macromidia donaldi,"Indomacromia donaldi Fraser, 1924",Indomacromia,donaldi,"Fraser, 1924",,
175188,Megalogomphus hannyngtoni,"Heterogomphus hannyngtoni Fraser, 1923",Heterogomphus,hannyngtoni,"Fraser, 1923",,
175192,Protosticta sanguinostigma,"Protosticta cerinostigma Fraser, 1924",Protosticta,cerinostigma,"Fraser, 1924",,
175194,Euphaea cardinalis,"Indophaea cardinalis (Fraser, 1924)",Indophaea,cardinalis,"(Fraser, 1924)",,
175194,Euphaea cardinalis,"Pseudophaea cardinalis Fraser, 1924",Pseudophaea,cardinalis,"Fraser, 1924",,
175199,Chlorogomphus campioni,"Orogomphus campioni Fraser, 1924",Orogomphus,campioni,"Fraser, 1924",,
175200,Indosticta deccanensis,"Platysticta deccanensis Laidlaw, 1915",Platysticta,deccanensis,"Laidlaw, 1915",,
175201,Phylloneura westermanni,"Alloneura westermanni Hagen in Selys, 1860",Alloneura,westermanni,"Hagen in Selys, 1860",,
175203,Disparoneura apicalis,"Chloroneura apicalis Fraser, 1924",Chloroneura,apicalis,"Fraser, 1924",,
180563,Allocnemis maccleeryi,"Chlorocnemis maccleeryi Pinhey, 1969",Chlorocnemis,maccleeryi,"Pinhey, 1969",,
18212,Cambarus pecki,Procambarus pecki,Procambarus,pecki,,,
18380,Protoploea apatela,Protoploea apatela,Protoploea,apatela,,,
184186,Paragomphus serrulatus,"Paragomphus bredoi (Schouteden, 1934)",Paragomphus,bredoi,"(Schouteden, 1934)",,
184186,Paragomphus serrulatus,"Paragomphus xanthus Pinhey, 1966",Paragomphus,xanthus,"Pinhey, 1966",,
184191,Notogomphus spinosus,"Notogomphus verschuereni (Schouteden, 1934)",Notogomphus,verschuereni,"(Schouteden, 1934)",,
184191,Notogomphus spinosus,"Notogomphus anaci Fraser, 1955",Notogomphus,anaci,"Fraser, 1955",,
184191,Notogomphus spinosus,"Notogomphus verschuereni (Schouteden, 1934)",Notogomphus,verschuereni,"(Schouteden, 1934)",,
184191,Notogomphus spinosus,"Notogomphus anaci Fraser, 1955",Notogomphus,anaci,"Fraser, 1955",,
184191,Notogomphus spinosus,"Notogomphus verschuereni (Schouteden, 1934)",Notogomphus,verschuereni,"(Schouteden, 1934)",,
184196,Phyllomacromia paula,"Phyllomacromia bicornis (Förster, 1906)",Phyllomacromia,bicornis,"(Förster, 1906)",,
184196,Phyllomacromia paula,"Phyllomacromia paludis (Sjöstedt, 1900)",Phyllomacromia,paludis,"(Sjöstedt, 1900)",,
184196,Phyllomacromia paula,"Macromia paula Karsch, 1892",Macromia,paula,"Karsch, 1892",,
184200,Trithemis tropicana,"Trithemis africana ssp. tropicana Fraser, 1953",Trithemis,africana,,subspecies,"Fraser, 1953"
184201,Nesciothemis nigeriensis,"Limnetothemis erythra Pinhey, 1966",Limnetothemis,erythra,"Pinhey, 1966",,
184201,Nesciothemis nigeriensis,"Nesciothemis bicolor Gambles, unpublished",Nesciothemis,bicolor,"Gambles, unpublished",,
184202,Elattoneura incerta,"Prodasineura incerta Pinhey, 1962",Prodasineura,incerta,"Pinhey, 1962",,
184205,Aethiothemis incongruens,"Lokia incongruens (Karsch, 1893)",Lokia,incongruens,"(Karsch, 1893)",,
184205,Aethiothemis incongruens,"Apatelia incongruens Karsch, 1893",Apatelia,incongruens,"Karsch, 1893",,
184215,Chlorocypha glauca,"Chlorocypha pavonis Lieftinck, 1973",Chlorocypha,pavonis,"Lieftinck, 1973",,
184215,Chlorocypha glauca,"Libellago glauca Selys, 1879",Libellago,glauca,"Selys, 1879",,
184221,Phyllogomphus coloratus,"Phyllogomphus montanus Fraser, 1957",Phyllogomphus,montanus,"Fraser, 1957",,
184221,Phyllogomphus coloratus,"Phyllogomphus perisi (Compte Sart, 1963)",Phyllogomphus,perisi,"(Compte Sart, 1963)",,
184221,Phyllogomphus coloratus,"Phyllogomphus hartwigi Buchholz, 1958",Phyllogomphus,hartwigi,"Buchholz, 1958",,
184221,Phyllogomphus coloratus,"Phyllogomphus margaritae (Compte Sart, 1967)",Phyllogomphus,margaritae,"(Compte Sart, 1967)",,
184231,Aethiothemis bella,"Cirrothemis bella Fisher, 1939",Cirrothemis,bella,"Fisher, 1939",,
184231,Aethiothemis bella,"Sleuthemis diplacoides Fraser, 1951",Sleuthemis,diplacoides,"Fraser, 1951",,
184231,Aethiothemis bella,"Monardithemis leonensis Aguesse, 1968",Monardithemis,leonensis,"Aguesse, 1968",,
184232,Idomacromia proavita,"Idomacromia proavita ssp. couturieri Legrand, 1985",Idomacromia,proavita,,subspecies,"Legrand, 1985"
184236,Elattoneura pruinosa,"Disparoneura pruinosa Selys, 1886",Disparoneura,pruinosa,"Selys, 1886",,
184236,Elattoneura pruinosa,"Elattoneura aethiopia Fraser, 1941",Elattoneura,aethiopia,"Fraser, 1941",,
184242,Pseudagrion serrulatum,"Pseudagrion serrulatum ssp. martorelli Compte Sart, 1967",Pseudagrion,serrulatum,,subspecies,"Compte Sart, 1967"
184245,Neurogomphus alius,"Neurogomphus fuscifrons nec Le Roi, 1915",Neurogomphus,fuscifrons,"nec Le Roi, 1915",,
184245,Neurogomphus alius,"Neurogomphus martinius nec Pinhey, 1967",Neurogomphus,martinius,"nec Pinhey, 1967",,
184245,Neurogomphus alius,"Neurogomphus uelensis nec Pinhey, 1962",Neurogomphus,uelensis,"nec Pinhey, 1962",,
184255,Elattoneura vittata,"Prodasineura vittata (Selys,  1886)",Prodasineura,vittata,"(Selys,  1886)",,
184255,Elattoneura vittata,"Disparoneura agrioniformis Martin, 1907",Disparoneura,agrioniformis,"Martin, 1907",,
184255,Elattoneura vittata,"Alloneura vittata Selys, 1886",Alloneura,vittata,"Selys, 1886",,
184266,Pseudagrion emarginatum,"Pseudagrion coeruleiceps Longfield, 1959",Pseudagrion,coeruleiceps,"Longfield, 1959",,
184271,Allocnemis cyanura,"Chlorocnemis cyanura Förster, 1909",Chlorocnemis,cyanura,"Förster, 1909",,
184274,Allocnemis eisentrauti,"Chlorocnemis eisentrauti Pinhey, 1974",Chlorocnemis,eisentrauti,"Pinhey, 1974",,
184280,Zygonoides occidentis,"Olpogastra fuelleborni ssp. occidentis Ris, 1912",Olpogastra,fuelleborni,,subspecies,"Ris, 1912"
184280,Zygonoides occidentis,"Zygonoides fuelleborni ssp. occidentis (Ris, 1912)",Zygonoides,fuelleborni,,subspecies,"(Ris, 1912)"
184291,Trithetrum congoense,"Sympetrum congoense Aguesse, 1966",Sympetrum,congoense,"Aguesse, 1966",,
184291,Trithetrum congoense,"Sympetrum navasi ssp. congoensis Aguesse, 1966",Sympetrum,navasi,,subspecies,"Aguesse, 1966"
184305,Copera rufipes,"Platycnemis escherichi Schmidt, 1951",Platycnemis,escherichi,"Schmidt, 1951",,
184305,Copera rufipes,"Platycnemis rufipes (Selys, 1886)",Platycnemis,rufipes,"(Selys, 1886)",,
184305,Copera rufipes,"Metacnemis rufipes Selys, 1886",Metacnemis,rufipes,"Selys, 1886",,
18491,Fabaeformiscandona aemonae,"Pseudocandona aemonae (Klie, 1935)",Pseudocandona,aemonae,"(Klie, 1935)",,
184986,Galearctus rapanus,"Scyllarus rapanus Holthuis, 1993",Scyllarus,rapanus,"Holthuis, 1993",,
184988,Galearctus umbilicatus,"Scyllarus umbilicatus Holthuis, 1977",Scyllarus,umbilicatus,"Holthuis, 1977",,
184989,Stereomastis cerata,"Polycheles ceratus (Alcock, 1894)",Polycheles,ceratus,"(Alcock, 1894)",,
184989,Stereomastis cerata,"Pentacheles cerata Alcock, 1894",Pentacheles,cerata,"Alcock, 1894",,
184990,Nephropsis holthuisi,"Nephropsis macphersoni Watabe & Iizuka, 1999",Nephropsis,macphersoni,"Watabe & Iizuka, 1999",,
184991,Stereomastis trispinosa,"Polycheles trispinosus (de Man, 1905)",Polycheles,trispinosus,"(de Man, 1905)",,
184991,Stereomastis trispinosa,"Pentacheles trispinosus de Man, 1905",Pentacheles,trispinosus,"de Man, 1905",,
184993,Enoplometopus antillensis,"Enoplometopus dentatus Miers, 1880",Enoplometopus,dentatus,"Miers, 1880",,
184993,Enoplometopus antillensis,"Hoplometopus antillensis (Lüken, 1865)",Hoplometopus,antillensis,"(Lüken, 1865)",,
184994,Biarctus dubius,"Scyllarus dubius Holthuis, 1963",Scyllarus,dubius,"Holthuis, 1963",,
184995,Eduarctus lewinsohni,"Scyllarus lewinsohni Holthuis, 1967",Scyllarus,lewinsohni,"Holthuis, 1967",,
184997,Eduarctus modestus,"Scyllarus modestus Holthuis, 1960",Scyllarus,modestus,"Holthuis, 1960",,
185058,Pentacheles validus,"Polycheles validus (A. Milne-Edwards, 1880)",Polycheles,validus,"(A. Milne-Edwards, 1880)",,
185058,Pentacheles validus,"Polycheles demani Stebbing, 1917",Polycheles,demani,"Stebbing, 1917",,
185058,Pentacheles validus,"Polycheles chilensis Sund, 1920",Polycheles,chilensis,"Sund, 1920",,
185000,Stereomastis nana,"Polycheles andamanensis (Alcock, 1894)",Polycheles,andamanensis,"(Alcock, 1894)",,
185000,Stereomastis nana,"Polycheles nanus (Smith, 1884)",Polycheles,nanus,"(Smith, 1884)",,
185000,Stereomastis nana,"Stereomastis andamanensis (Alcock, 1894)",Stereomastis,andamanensis,"(Alcock, 1894)",,
185000,Stereomastis nana,"Stereomastis grimaldii (Bouvier, 1905)",Stereomastis,grimaldii,"(Bouvier, 1905)",,
185000,Stereomastis nana,"Pentacheles nanus Smith, 1884",Pentacheles,nanus,"Smith, 1884",,
185060,Enoplometopus occidentalis,"Nephrops occidentalis Randall, 1840",Nephrops,occidentalis,"Randall, 1840",,
185001,Stereomastis alis,"Polycheles alis Ahyong & Galil, 2006",Polycheles,alis,"Ahyong & Galil, 2006",,
185059,Acantharctus posteli,"Scyllarus posteli Forest, 1963",Scyllarus,posteli,"Forest, 1963",,
185002,Ibacus pubescens,"Ibacus ciliatus ssp. pubescens Hothuis, 1960",Ibacus,ciliatus,,subspecies,"Hothuis, 1960"
185061,Pentacheles snyderi,"Polycheles snyderi Rathbun, 1906",Polycheles,snyderi,"Rathbun, 1906",,
185003,Stereomastis polita,"Polycheles politus Galil, 2000",Polycheles,politus,"Galil, 2000",,
185062,Galearctus timidus,"Scyllarus timidus Holthuis, 1960",Scyllarus,timidus,"Holthuis, 1960",,
185072,Stereomastis phosphorus,"Polycheles phosphorus (Alcock, 1894)",Polycheles,phosphorus,"(Alcock, 1894)",,
185072,Stereomastis phosphorus,"Pentacheles phosphorus Alcock, 1894",Pentacheles,phosphorus,"Alcock, 1894",,
185005,Enoplometopus gracilipes,"Hoplometopus gracilipes Saint Laurent, 1988",Hoplometopus,gracilipes,"Saint Laurent, 1988",,
185073,Stereomastis aculeata,"Polycheles aculeatus Galil, 2000",Polycheles,aculeatus,"Galil, 2000",,
185074,Galearctus kitanoviriosus,"Scyllarus kitanoviriosus Harada, 1962",Scyllarus,kitanoviriosus,"Harada, 1962",,
185007,Nupalirus chani,"Justita chani Poupin, 1994",Justita,chani,"Poupin, 1994",,
185076,Galearctus aurora,"Scyllarus aurora Holthuis, 1982",Scyllarus,aurora,"Holthuis, 1982",,
185077,Bathyarctus faxoni,"Scyllarus faxoni Bouvier, 1917",Scyllarus,faxoni,"Bouvier, 1917",,
185010,Acantharctus delfini,"Scyllarus delfini (Bouvier, 1909)",Scyllarus,delfini,"(Bouvier, 1909)",,
185010,Acantharctus delfini,"Arctus delfini Bouvier, 1909",Arctus,delfini,"Bouvier, 1909",,
185012,Stereomastis sculpta,"Polycheles sculptus Smith, 1880",Polycheles,sculptus,"Smith, 1880",,
185013,Bathyarctus ramosae,"Scyllarus ramosae Tavares, 1997",Scyllarus,ramosae,"Tavares, 1997",,
185080,Chelarctus cultrifer,"Scyllarus cultrifer (Ortmann, 1897)",Scyllarus,cultrifer,"(Ortmann, 1897)",,
185080,Chelarctus cultrifer,"Scyllarus cultrifer ssp. meridionalis Holthuis, 1960",Scyllarus,cultrifer,,subspecies,"Holthuis, 1960"
185080,Chelarctus cultrifer,"Arctus cultrifer Ortmann, 1897",Arctus,cultrifer,"Ortmann, 1897",,
185081,Scyllarus depressus,"Scyllarus nearctus Holthuis, 1960",Scyllarus,nearctus,"Holthuis, 1960",,
185081,Scyllarus depressus,"Arctus depressus Smith, 1881",Arctus,depressus,"Smith, 1881",,
185015,Cardus crucifer,"Polycheles crucifer (Thomson, 1873)",Polycheles,crucifer,"(Thomson, 1873)",,
185015,Cardus crucifer,"Deidamia crucifer Thomson, 1873",Deidamia,crucifer,"Thomson, 1873",,
185082,Willemoesia pacifica,"Willemoesia bonaspei Kensley, 1968",Willemoesia,bonaspei,"Kensley, 1968",,
185082,Willemoesia pacifica,"Willemoesia forceps Bernard, 1953",Willemoesia,forceps,"Bernard, 1953",,
185083,Polycheles baccatus,"Polycheles baccata Bate, 1888",Polycheles,baccata,"Bate, 1888",,
185017,Petrarctus demani,"Scyllarus demani Holthuis, 1946",Scyllarus,demani,"Holthuis, 1946",,
185084,Polycheles perarmatus,"Polycheles typhlops ssp. permatus Springer & Bullis, 1956",Polycheles,typhlops,,subspecies,"Springer & Bullis, 1956"
185018,Pentacheles gibbus,"Polycheles gibbus (Alcock, 1894)",Polycheles,gibbus,"(Alcock, 1894)",,
185018,Pentacheles gibbus,"Pentcheles gibba Alcock, 1894",Pentcheles,gibba,"Alcock, 1894",,
185019,Polycheles enthrix,"Pentacheles enthrix Bate, 1878",Pentacheles,enthrix,"Bate, 1878",,
185086,Scyllarus americanus,"Arctus americanus Smith, 1869",Arctus,americanus,"Smith, 1869",,
185020,Crenarctus crenatus,"Scyllarus crenatus (Whitelegge, 1900)",Scyllarus,crenatus,"(Whitelegge, 1900)",,
185020,Crenarctus crenatus,"Arctus crenatus Whitelegge, 1900",Arctus,crenatus,"Whitelegge, 1900",,
185089,Biarctus pumilus,"Scyllarus thiriouxi Bouvier, 1914",Scyllarus,thiriouxi,"Bouvier, 1914",,
185089,Biarctus pumilus,"Scyllarus pumilus Nobili, 1906",Scyllarus,pumilus,"Nobili, 1906",,
185022,Stereomastis talismani,"Stereomastis sculpta ssp. talismani (Bouvier, 1917)",Stereomastis,sculpta,,subspecies,"(Bouvier, 1917)"
185022,Stereomastis talismani,"Polycheles talismani (Bouvier, 1917)",Polycheles,talismani,"(Bouvier, 1917)",,
