Order;families;genus;subspeciesname;distribution;latD;logD;publication;UTM corrected
Coleoptera;Hydraenidae;Hydraena;Hydraena subinura;Kriti;35,19055556;26,14805556;Csabai, Z., Lokkos, A., Pap, Z. & Mora, A.,2017: Aquatic beetle fauna of Greek holiday islands (Rhodes, Crete and Corfu).Zootaxa ;MU29
Coleoptera;Hydraenidae;Hydraena;Hydraena subinura;Kriti;35,19583333;24,28861111;Csabai, Z., Lokkos, A., Pap, Z. & Mora, A.,2017: Aquatic beetle fauna of Greek holiday islands (Rhodes, Crete and Corfu).Zootaxa ;KU59
Coleoptera;Hydraenidae;Hydraena;Hydraena subinura;Kriti;35,19833333;24,42638889;Csabai, Z., Lokkos, A., Pap, Z. & Mora, A.,2017: Aquatic beetle fauna of Greek holiday islands (Rhodes, Crete and Corfu).Zootaxa ;KU69
Coleoptera;Hydraenidae;Hydraena;Hydraena subinura;Kriti;35,17472222;24,41361111;Csabai, Z., Lokkos, A., Pap, Z. & Mora, A.,2017: Aquatic beetle fauna of Greek holiday islands (Rhodes, Crete and Corfu).Zootaxa ;KU69
Coleoptera;Hydraenidae;Hydraena;Hydraena subinura;Kriti;35,01416667;25,06055556;Csabai, Z., Lokkos, A., Pap, Z. & Mora, A.,2017: Aquatic beetle fauna of Greek holiday islands (Rhodes, Crete and Corfu).Zootaxa ;LU27
Coleoptera;Hydraenidae;Hydraena;Hydraena subinura;Kriti;35,35166667;24,78361111;Csabai, Z., Lokkos, A., Pap, Z. & Mora, A.,2017: Aquatic beetle fauna of Greek holiday islands (Rhodes, Crete and Corfu).Zootaxa ;KV91
Coleoptera;Hydraenidae;Hydraena;Hydraena subinura;Kriti;35,48555556;23,68888889;Csabai, Z., Lokkos, A., Pap, Z. & Mora, A.,2017: Aquatic beetle fauna of Greek holiday islands (Rhodes, Crete and Corfu).Zootaxa ;GE43
Coleoptera;Hydraenidae;Hydraena;Hydraena subinura;Kriti;35,38861111;23,57333333;Csabai, Z., Lokkos, A., Pap, Z. & Mora, A.,2017: Aquatic beetle fauna of Greek holiday islands (Rhodes, Crete and Corfu).Zootaxa ;GE31
Coleoptera;Hydraenidae;Hydraena;Hydraena subinura;Kriti;35,20527778;24,34694444;Csabai, Z., Lokkos, A., Pap, Z. & Mora, A.,2017: Aquatic beetle fauna of Greek holiday islands (Rhodes, Crete and Corfu).Zootaxa ;KU59
Coleoptera;Hydraenidae;Hydraena;Hydraena subinura;Kriti;35,325123;24,32322;Csabai, Z., Lokkos, A., Pap, Z. & Mora, A.,2017: Aquatic beetle fauna of Greek holiday islands (Rhodes, Crete and Corfu).Zootaxa ;KV51
Coleoptera;Hydraenidae;Hydraena;Hydraena subinura;Kriti;35,23861111;23,64333333;Csabai, Z., Lokkos, A., Pap, Z. & Mora, A.,2017: Aquatic beetle fauna of Greek holiday islands (Rhodes, Crete and Corfu).Zootaxa ;GE40
Coleoptera;Hydraenidae;Hydraena;Hydraena subinura;Kriti;35,351345;24,357792;Csabai, Z., Lokkos, A., Pap, Z. & Mora, A.,2017: Aquatic beetle fauna of Greek holiday islands (Rhodes, Crete and Corfu).Zootaxa ;KV51
Coleoptera;Hydraenidae;Hydraena;Hydraena subinura;Kriti;35,05611111;26,01722222;Csabai, Z., Lokkos, A., Pap, Z. & Mora, A.,2017: Aquatic beetle fauna of Greek holiday islands (Rhodes, Crete and Corfu).Zootaxa ;MU17
Coleoptera;Hydraenidae;Hydraena;Hydraena subinura;Kriti;35,00722222;25,15111111;Csabai, Z., Lokkos, A., Pap, Z. & Mora, A.,2017: Aquatic beetle fauna of Greek holiday islands (Rhodes, Crete and Corfu).Zootaxa ;LU37
Lepidoptera;Geometridae;Glossotrophia;Glossotrophia mentzeri;Kriti;35,37742914;24,19083324;Lepidoforum.de,2021: .;KV41
Lepidoptera;Geometridae;Glossotrophia;Glossotrophia mentzeri;Kriti;35,33333;23,88333;Lepidoforum.de,2021: .;GE61
Lepidoptera;Geometridae;Glossotrophia;Glossotrophia mentzeri;Kriti;35,2359698;24,16194214;Lepidoforum.de,2021: .;KV40
Lepidoptera;Geometridae;Glossotrophia;Glossotrophia mentzeri;Kriti;35,20183906;24,99643997;Rebel, H. von,1916: Die Lepidopterenfauna Kretas..ANN, d. k.u.k. Naturhist. Hofmuseums, XXX, Wien;LU19
Lepidoptera;Geometridae;Glossotrophia;Glossotrophia mentzeri;Kriti;35,20796517;24,82901075;Prout,1913: Zweiter Beitrag zur Taxonomie und Systematik der Gattung Glossotrophia.Zweiter Beitrag zur Taxonomie und Systematik der Gattung Glossotrophia;LV00
Lepidoptera;Geometridae;Glossotrophia;Glossotrophia mentzeri;Kriti;35,28925115;24,18258807;Prout,1913: Zweiter Beitrag zur Taxonomie und Systematik der Gattung Glossotrophia.Zweiter Beitrag zur Taxonomie und Systematik der Gattung Glossotrophia;KV40
Lepidoptera;Geometridae;Glossotrophia;Glossotrophia mentzeri;Kriti;35,33333;23,88333;Prout,1913: Zweiter Beitrag zur Taxonomie und Systematik der Gattung Glossotrophia.Zweiter Beitrag zur Taxonomie und Systematik der Gattung Glossotrophia;GE61
Lepidoptera;Geometridae;Glossotrophia;Glossotrophia mentzeri;Kriti;35,20183906;24,99643997;Prout,1913: Zweiter Beitrag zur Taxonomie und Systematik der Gattung Glossotrophia.Zweiter Beitrag zur Taxonomie und Systematik der Gattung Glossotrophia;LU19
Lepidoptera;Geometridae;Glossotrophia;Glossotrophia mentzeri;Kriti;35,1513629;24,91589797;Prout,1913: Zweiter Beitrag zur Taxonomie und Systematik der Gattung Glossotrophia.Zweiter Beitrag zur Taxonomie und Systematik der Gattung Glossotrophia;LU19
Lepidoptera;Geometridae;Glossotrophia;Glossotrophia mentzeri;Kriti;35,16551;25,45134;Prout,1913: Zweiter Beitrag zur Taxonomie und Systematik der Gattung Glossotrophia.Zweiter Beitrag zur Taxonomie und Systematik der Gattung Glossotrophia;LU59
Lepidoptera;Geometridae;Glossotrophia;Glossotrophia mentzeri;Kriti;35,23020544;23,96075983;Prout,1913: Zweiter Beitrag zur Taxonomie und Systematik der Gattung Glossotrophia.Zweiter Beitrag zur Taxonomie und Systematik der Gattung Glossotrophia;GE60
Lepidoptera;Geometridae;Glossotrophia;Glossotrophia mentzeri;Kriti;35,28843957;24,8841032;Prout,1913: Zweiter Beitrag zur Taxonomie und Systematik der Gattung Glossotrophia.Zweiter Beitrag zur Taxonomie und Systematik der Gattung Glossotrophia;LV00
Lepidoptera;Geometridae;Glossotrophia;Glossotrophia mentzeri;Kriti;35,0411;25,47138;Prout,1913: Zweiter Beitrag zur Taxonomie und Systematik der Gattung Glossotrophia.Zweiter Beitrag zur Taxonomie und Systematik der Gattung Glossotrophia;LU67
Lepidoptera;Geometridae;Glossotrophia;Glossotrophia mentzeri;Kriti;35,20511248;24,84110995;Prout,1913: Zweiter Beitrag zur Taxonomie und Systematik der Gattung Glossotrophia.Zweiter Beitrag zur Taxonomie und Systematik der Gattung Glossotrophia;LU09
Lepidoptera;Geometridae;Glossotrophia;Glossotrophia mentzeri;Kriti;35,11576756;26,21934247;Prout,1913: Zweiter Beitrag zur Taxonomie und Systematik der Gattung Glossotrophia.Zweiter Beitrag zur Taxonomie und Systematik der Gattung Glossotrophia;MU28
Lepidoptera;Geometridae;Glossotrophia;Glossotrophia mentzeri;Kriti;35,07681;25,65875;Prout,1913: Zweiter Beitrag zur Taxonomie und Systematik der Gattung Glossotrophia.Zweiter Beitrag zur Taxonomie und Systematik der Gattung Glossotrophia;LU78
Lepidoptera;Geometridae;Glossotrophia;Glossotrophia mentzeri;Kriti;35,1788452;26,0958439;Prout,1913: Zweiter Beitrag zur Taxonomie und Systematik der Gattung Glossotrophia.Zweiter Beitrag zur Taxonomie und Systematik der Gattung Glossotrophia;MU19
Lepidoptera;Geometridae;Rhodostrophia;Rhodostrophia cretacaria;Kriti;35,201769;24,136289;Lepidoforum.de,2021: .;KU49
Lepidoptera;Geometridae;Rhodostrophia;Rhodostrophia cretacaria;Kriti;35,58643384;23,59548943;Lepidoforum.de,2021: .;GE33
Lepidoptera;Geometridae;Rhodostrophia;Rhodostrophia cretacaria;Kriti;35,37742914;24,19083324;Lepidoforum.de,2021: .;KV41
Lepidoptera;Geometridae;Rhodostrophia;Rhodostrophia cretacaria;Kriti;35,33333;23,88333;Lepidoforum.de,2021: .;GE61
Lepidoptera;Geometridae;Rhodostrophia;Rhodostrophia cretacaria;Kriti;35,181716;24,23154;Rebel, H. von,1916: Die Lepidopterenfauna Kretas..ANN, d. k.u.k. Naturhist. Hofmuseums, XXX, Wien;KU49
Lepidoptera;Geometridae;Rhodostrophia;Rhodostrophia cretacaria;Kriti;35,475416;24,035922;Rebel, H. von,1916: Die Lepidopterenfauna Kretas..ANN, d. k.u.k. Naturhist. Hofmuseums, XXX, Wien;KV32
Lepidoptera;Geometridae;Rhodostrophia;Rhodostrophia cretacaria;Kriti;35,52007;24,04618;Rebel, H. von,1916: Die Lepidopterenfauna Kretas..ANN, d. k.u.k. Naturhist. Hofmuseums, XXX, Wien;KV33
Lepidoptera;Geometridae;Rhodostrophia;Rhodostrophia cretacaria;Kriti;35,48789;24,0606;Rebel, H. von,1916: Die Lepidopterenfauna Kretas..ANN, d. k.u.k. Naturhist. Hofmuseums, XXX, Wien;KV33
Lepidoptera;Geometridae;Rhodostrophia;Rhodostrophia cretacaria;Kriti;35,12665;24,65229;Rebel, H. von,1916: Die Lepidopterenfauna Kretas..ANN, d. k.u.k. Naturhist. Hofmuseums, XXX, Wien;KU89
Lepidoptera;Geometridae;Rhodostrophia;Rhodostrophia cretacaria;Kriti;35,20183906;24,99643997;Rebel, H. von,1916: Die Lepidopterenfauna Kretas..ANN, d. k.u.k. Naturhist. Hofmuseums, XXX, Wien;LU19
Lepidoptera;Geometridae;Rhodostrophia;Rhodostrophia cretacaria;Kriti;35,17941158;25,5027171;Rebel, H. von,1916: Die Lepidopterenfauna Kretas..ANN, d. k.u.k. Naturhist. Hofmuseums, XXX, Wien;LU69
Lepidoptera;Geometridae;Rhodostrophia;Rhodostrophia cretacaria;Kriti;35,25389;25,60972;Rebel, H. von,1916: Die Lepidopterenfauna Kretas..ANN, d. k.u.k. Naturhist. Hofmuseums, XXX, Wien;LV70
Lepidoptera;Geometridae;Cyclophora;Cyclophora ariadne;Kriti;35,37742914;24,19083324;Lepidoforum.de,2021: .;KV41
Lepidoptera;Geometridae;Cyclophora;Cyclophora ariadne;Kriti;35,39751452;23,94338897;Lepidoforum.de,2021: .;GE62
Lepidoptera;Geometridae;Cyclophora;Cyclophora ariadne;Kriti;35,2359698;24,16194214;Lepidoforum.de,2021: .;KV40
Lepidoptera;Geometridae;Cyclophora;Cyclophora ariadne;Kriti;35,33333;23,88333;Lepidoforum.de,2021: .;GE61
Lepidoptera;Geometridae;Cyclophora;Cyclophora ariadne;Kriti;35,1513629;24,91589797;Reisser, H.,1939: Beiträge zur Kenntnis der Sterrhinae (Lep. Geom.) II. Codonia (Cosymbia) ariadne spec. nov..Zeitschrift des Wiener Entomologen-Vereines 23;LU19
Lepidoptera;Geometridae;Cyclophora;Cyclophora ariadne;Kriti;35,16551;25,45134;Reisser, H.,1939: Beiträge zur Kenntnis der Sterrhinae (Lep. Geom.) II. Codonia (Cosymbia) ariadne spec. nov..Zeitschrift des Wiener Entomologen-Vereines 23;LU59
Lepidoptera;Geometridae;Cyclophora;Cyclophora ariadne;Kriti;35,16551;25,45134;Lepidoforum.de,2021: .;LU59
Lepidoptera;Geometridae;Nebula;Nebula schneideraria eteocretica;Kriti;35,30696;24,5874;Lepidoforum.de,2021: .;KV80
Lepidoptera;Geometridae;Nebula;Nebula schneideraria eteocretica;Kriti;35,20183906;24,99643997;Rebel, H. von,1916: Die Lepidopterenfauna Kretas..ANN, d. k.u.k. Naturhist. Hofmuseums, XXX, Wien;LU19
Lepidoptera;Geometridae;Pareulype;Pareulype lasithiotica;Kriti;35,2359698;24,16194214;Lepidoforum.de,2021: .;KV40
Lepidoptera;Geometridae;Pareulype;Pareulype lasithiotica;Kriti;35,33333;23,88333;Lepidoforum.de,2021: .;GE61
Lepidoptera;Geometridae;Pareulype;Pareulype lasithiotica;Kriti;35,1829;25,4623;Rebel, H. von,1916: Die Lepidopterenfauna Kretas..ANN, d. k.u.k. Naturhist. Hofmuseums, XXX, Wien;LU59
Lepidoptera;Geometridae;Crocallis;Crocallis helenaria;Kriti;35,310744;24,609091;Lepidoforum.de,2021: .;KV80
Lepidoptera;Geometridae;Crocallis;Crocallis helenaria;Kriti;35,37742914;24,19083324;Lepidoforum.de,2021: .;KV41
Lepidoptera;Geometridae;Crocallis;Crocallis helenaria;Kriti;35,0411;25,47138;Reisser, H.,1962: Weitere neue Heteroceren aus Kreta.Z. Wien. Ent. Ges. 47;LU67
Lepidoptera;Geometridae;Aplocera;Aplocera cretica;Kriti;35,33333;23,88333;"Ruckdeschel, W.,2006: Die Geometriden Kretas
(Lepidoptera, Geometridae).NachrBl. bayer. Ent. 56 (1/2)";GE61
Lepidoptera;Geometridae;Aplocera;Aplocera cretica;Kriti;35,28925115;24,18258807;Reisser, H.,1974: Anaitis cretica n. sp., Geometridae, Lepidoptera.Zeitschr.  der  Arbeitsgemeinschaft   österr.   Entomologen,   24;KV40
Lepidoptera;Geometridae;Aplocera;Aplocera cretica;Kriti;35,20183906;24,99643997;Reisser, H.,1974: Anaitis cretica n. sp., Geometridae, Lepidoptera.Zeitschr.  der  Arbeitsgemeinschaft   österr.   Entomologen,   24;LU19
Lepidoptera;Geometridae;Aplocera;Aplocera cretica;Kriti;35,342594;24,871288;Reisser, H.,1974: Anaitis cretica n. sp., Geometridae, Lepidoptera.Zeitschr.  der  Arbeitsgemeinschaft   österr.   Entomologen,   24;LV01
Lepidoptera;Geometridae;Aplocera;Aplocera cretica;Kriti;35,09916;24,69114;Reisser, H.,1974: Anaitis cretica n. sp., Geometridae, Lepidoptera.Zeitschr.  der  Arbeitsgemeinschaft   österr.   Entomologen,   24;KU88
Lepidoptera;Geometridae;Aplocera;Aplocera cretica;Kriti;35,416178;23,757058;Reisser, H.,1974: Anaitis cretica n. sp., Geometridae, Lepidoptera.Zeitschr.  der  Arbeitsgemeinschaft   österr.   Entomologen,   24;GE52
Lepidoptera;Geometridae;Aplocera;Aplocera cretica;Kriti;35,32749;23,74286;Reisser, H.,1974: Anaitis cretica n. sp., Geometridae, Lepidoptera.Zeitschr.  der  Arbeitsgemeinschaft   österr.   Entomologen,   24;GE41
Lepidoptera;Geometridae;Aplocera;Aplocera cretica;Kriti;35,12159654;25,85991283;Reisser, H.,1974: Anaitis cretica n. sp., Geometridae, Lepidoptera.Zeitschr.  der  Arbeitsgemeinschaft   österr.   Entomologen,   24;LU98
Lepidoptera;Geometridae;Aplocera;Aplocera cretica;Kriti;35,16368593;25,64811548;Reisser, H.,1974: Anaitis cretica n. sp., Geometridae, Lepidoptera.Zeitschr.  der  Arbeitsgemeinschaft   österr.   Entomologen,   24;LU79
Lepidoptera;Geometridae;Aplocera;Aplocera cretica;Kriti;35,0804049;25,584941;Reisser, H.,1974: Anaitis cretica n. sp., Geometridae, Lepidoptera.Zeitschr.  der  Arbeitsgemeinschaft   österr.   Entomologen,   24;LU78
Lepidoptera;Geometridae;Aplocera;Aplocera cretica;Kriti;35,33333;23,88333;Reisser, H.,1974: Anaitis cretica n. sp., Geometridae, Lepidoptera.Zeitschr.  der  Arbeitsgemeinschaft   österr.   Entomologen,   24;GE61
Lepidoptera;Geometridae;Aplocera;Aplocera cretica;Kriti;35,0411;25,47138;Reisser, H.,1974: Anaitis cretica n. sp., Geometridae, Lepidoptera.Zeitschr.  der  Arbeitsgemeinschaft   österr.   Entomologen,   24;LU67
Lepidoptera;Geometridae;Aplocera;Aplocera cretica;Kriti;35,16324913;25,45042826;Reisser, H.,1974: Anaitis cretica n. sp., Geometridae, Lepidoptera.Zeitschr.  der  Arbeitsgemeinschaft   österr.   Entomologen,   24;LU59
Lepidoptera;Geometridae;Aplocera;Aplocera cretica;Kriti;35,1513629;24,91589797;Reisser, H.,1974: Anaitis cretica n. sp., Geometridae, Lepidoptera.Zeitschr.  der  Arbeitsgemeinschaft   österr.   Entomologen,   24;LU19
Lepidoptera;Geometridae;Aplocera;Aplocera cretica;Kriti;35,05304;25,88274;Reisser, H.,1974: Anaitis cretica n. sp., Geometridae, Lepidoptera.Zeitschr.  der  Arbeitsgemeinschaft   österr.   Entomologen,   24;LU97
Lepidoptera;Geometridae;Aplocera;Aplocera cretica;Kriti;35,21801;24,53546;Reisser, H.,1974: Anaitis cretica n. sp., Geometridae, Lepidoptera.Zeitschr.  der  Arbeitsgemeinschaft   österr.   Entomologen,   24;KV70
Lepidoptera;Geometridae;Aplocera;Aplocera cretica;Kriti;35,43436;23,91889;Reisser, H.,1974: Anaitis cretica n. sp., Geometridae, Lepidoptera.Zeitschr.  der  Arbeitsgemeinschaft   österr.   Entomologen,   24;GE62
Lepidoptera;Geometridae;Aplocera;Aplocera cretica;Kriti;35,01298;25,67277;Reisser, H.,1974: Anaitis cretica n. sp., Geometridae, Lepidoptera.Zeitschr.  der  Arbeitsgemeinschaft   österr.   Entomologen,   24;LU77
Heteroptera;Lygaeidae;Rhyparochromus;Rhyparochromus creticus;Kriti;35,53542;24,07697;Heiss, E.,1985: Heteropteren aus Kreta III (Insecta: Heteroptera).Bericht des Naturwissenschaftlich- Medizinischen Vereins in Innsbruck ;KV33
Heteroptera;Lygaeidae;Rhyparochromus;Rhyparochromus creticus;Kriti;35,31073;24,84391;Heiss, E.,1984: Heteropteren aus Kreta II (Insecta: Heteroptera)..Bericht des Naturwissenschaftlich-Medizinischen Vereins in Innsbruck ;LV00
Heteroptera;Lygaeidae;Rhyparochromus;Rhyparochromus creticus;Kriti;35,12159654;25,85991283;Heiss, E.,1985: Heteropteren aus Kreta III (Insecta: Heteroptera).Bericht des Naturwissenschaftlich- Medizinischen Vereins in Innsbruck ;LU98
Heteroptera;Lygaeidae;Rhyparochromus;Rhyparochromus creticus;Kriti;35,28324;25,46055;Heiss, E.,1985: Heteropteren aus Kreta III (Insecta: Heteroptera).Bericht des Naturwissenschaftlich- Medizinischen Vereins in Innsbruck ;LV60
Heteroptera;Lygaeidae;Rhyparochromus;Rhyparochromus creticus;Kriti;35,47019876;23,60054217;Heiss, E.,1984: Heteropteren aus Kreta II (Insecta: Heteroptera)..Bericht des Naturwissenschaftlich-Medizinischen Vereins in Innsbruck ;GE32
Heteroptera;Lygaeidae;Rhyparochromus;Rhyparochromus creticus;Kriti;35,16551;25,45134;Heiss, E.,1984: Heteropteren aus Kreta II (Insecta: Heteroptera)..Bericht des Naturwissenschaftlich-Medizinischen Vereins in Innsbruck ;LU59
Heteroptera;Lygaeidae;Rhyparochromus;Rhyparochromus creticus;Kriti;35,25194995;26,26460936;Heiss, E.,1984: Heteropteren aus Kreta II (Insecta: Heteroptera)..Bericht des Naturwissenschaftlich-Medizinischen Vereins in Innsbruck ;MV30
Heteroptera;Coreidae;Coriomeris;Coriomeris brevicornis;Kriti;35,20842727;24,82855265;Heiss, E.,1984: Heteropteren aus Kreta II (Insecta: Heteroptera)..Bericht des Naturwissenschaftlich-Medizinischen Vereins in Innsbruck ;krtidi
Heteroptera;Corixidae;Sigara;Sigara nigrolineata mendax;Kriti;35,15583333;24,48166667;Csabai, Z., Soos, N., Berchi, M., G., Cianferoni, F., Boda, P. & Mora, A.,2017: Aquatic and semiaquatic Heteroptera (Nepomorpha and Gerromorpha) fauna of Greek holiday islands (Rhodes, Crete and Corfu) with first records of three species from Europe and G;KV80
Heteroptera;Corixidae;Sigara;Sigara nigrolineata mendax;Kriti;35,15583333;24,48166667;Csabai, Z., Soos, N., Berchi, M., G., Cianferoni, F., Boda, P. & Mora, A.,2017: Aquatic and semiaquatic Heteroptera (Nepomorpha and Gerromorpha) fauna of Greek holiday islands (Rhodes, Crete and Corfu) with first records of three species from Europe and G;KV80
Heteroptera;Corixidae;Sigara;Sigara nigrolineata mendax;Kriti;35,15361111;24,47805556;Csabai, Z., Soos, N., Berchi, M., G., Cianferoni, F., Boda, P. & Mora, A.,2017: Aquatic and semiaquatic Heteroptera (Nepomorpha and Gerromorpha) fauna of Greek holiday islands (Rhodes, Crete and Corfu) with first records of three species from Europe and G;KV80
Heteroptera;Corixidae;Sigara;Sigara nigrolineata mendax;Kriti;35,15361111;24,47805556;Csabai, Z., Soos, N., Berchi, M., G., Cianferoni, F., Boda, P. & Mora, A.,2017: Aquatic and semiaquatic Heteroptera (Nepomorpha and Gerromorpha) fauna of Greek holiday islands (Rhodes, Crete and Corfu) with first records of three species from Europe and G;KV80
Heteroptera;Corixidae;Sigara;Sigara nigrolineata mendax;Kriti;35,06194444;24,94611111;Csabai, Z., Soos, N., Berchi, M., G., Cianferoni, F., Boda, P. & Mora, A.,2017: Aquatic and semiaquatic Heteroptera (Nepomorpha and Gerromorpha) fauna of Greek holiday islands (Rhodes, Crete and Corfu) with first records of three species from Europe and G;LU18
Heteroptera;Corixidae;Sigara;Sigara nigrolineata mendax;Kriti;35,06194444;24,94611111;Csabai, Z., Soos, N., Berchi, M., G., Cianferoni, F., Boda, P. & Mora, A.,2017: Aquatic and semiaquatic Heteroptera (Nepomorpha and Gerromorpha) fauna of Greek holiday islands (Rhodes, Crete and Corfu) with first records of three species from Europe and G;LU18
Heteroptera;Corixidae;Sigara;Sigara nigrolineata mendax;Kriti;34,99111111;25,33333333;Csabai, Z., Soos, N., Berchi, M., G., Cianferoni, F., Boda, P. & Mora, A.,2017: Aquatic and semiaquatic Heteroptera (Nepomorpha and Gerromorpha) fauna of Greek holiday islands (Rhodes, Crete and Corfu) with first records of three species from Europe and G;LU47
Heteroptera;Corixidae;Sigara;Sigara nigrolineata mendax;Kriti;34,99111111;25,33333333;Csabai, Z., Soos, N., Berchi, M., G., Cianferoni, F., Boda, P. & Mora, A.,2017: Aquatic and semiaquatic Heteroptera (Nepomorpha and Gerromorpha) fauna of Greek holiday islands (Rhodes, Crete and Corfu) with first records of three species from Europe and G;LU47
Heteroptera;Corixidae;Sigara;Sigara nigrolineata mendax;Kriti;35,3175;24,4625;Csabai, Z., Soos, N., Berchi, M., G., Cianferoni, F., Boda, P. & Mora, A.,2017: Aquatic and semiaquatic Heteroptera (Nepomorpha and Gerromorpha) fauna of Greek holiday islands (Rhodes, Crete and Corfu) with first records of three species from Europe and G;KV61
Heteroptera;Corixidae;Sigara;Sigara nigrolineata mendax;Kriti;35,17472222;24,41361111;Csabai, Z., Soos, N., Berchi, M., G., Cianferoni, F., Boda, P. & Mora, A.,2017: Aquatic and semiaquatic Heteroptera (Nepomorpha and Gerromorpha) fauna of Greek holiday islands (Rhodes, Crete and Corfu) with first records of three species from Europe and G;KU69
Heteroptera;Corixidae;Sigara;Sigara nigrolineata mendax;Kriti;35,17472222;24,41361111;Csabai, Z., Soos, N., Berchi, M., G., Cianferoni, F., Boda, P. & Mora, A.,2017: Aquatic and semiaquatic Heteroptera (Nepomorpha and Gerromorpha) fauna of Greek holiday islands (Rhodes, Crete and Corfu) with first records of three species from Europe and G;KU69
Heteroptera;Corixidae;Sigara;Sigara nigrolineata mendax;Kriti;35,26583333;24,48166667;Csabai, Z., Soos, N., Berchi, M., G., Cianferoni, F., Boda, P. & Mora, A.,2017: Aquatic and semiaquatic Heteroptera (Nepomorpha and Gerromorpha) fauna of Greek holiday islands (Rhodes, Crete and Corfu) with first records of three species from Europe and G;KV70
Heteroptera;Corixidae;Sigara;Sigara nigrolineata mendax;Kriti;35,17388889;24,46611111;Csabai, Z., Soos, N., Berchi, M., G., Cianferoni, F., Boda, P. & Mora, A.,2017: Aquatic and semiaquatic Heteroptera (Nepomorpha and Gerromorpha) fauna of Greek holiday islands (Rhodes, Crete and Corfu) with first records of three species from Europe and G;KU69
Heteroptera;Corixidae;Sigara;Sigara nigrolineata mendax;Kriti;35,325123;24,32322;Csabai, Z., Soos, N., Berchi, M., G., Cianferoni, F., Boda, P. & Mora, A.,2017: Aquatic and semiaquatic Heteroptera (Nepomorpha and Gerromorpha) fauna of Greek holiday islands (Rhodes, Crete and Corfu) with first records of three species from Europe and G;KV51
Heteroptera;Corixidae;Sigara;Sigara nigrolineata mendax;Kriti;35,325123;24,32322;Csabai, Z., Soos, N., Berchi, M., G., Cianferoni, F., Boda, P. & Mora, A.,2017: Aquatic and semiaquatic Heteroptera (Nepomorpha and Gerromorpha) fauna of Greek holiday islands (Rhodes, Crete and Corfu) with first records of three species from Europe and G;KV51
Heteroptera;Corixidae;Sigara;Sigara nigrolineata mendax;Kriti;35,351345;24,357792;Csabai, Z., Soos, N., Berchi, M., G., Cianferoni, F., Boda, P. & Mora, A.,2017: Aquatic and semiaquatic Heteroptera (Nepomorpha and Gerromorpha) fauna of Greek holiday islands (Rhodes, Crete and Corfu) with first records of three species from Europe and G;KV51
Heteroptera;Corixidae;Sigara;Sigara nigrolineata mendax;Kriti;35,351345;24,357792;Csabai, Z., Soos, N., Berchi, M., G., Cianferoni, F., Boda, P. & Mora, A.,2017: Aquatic and semiaquatic Heteroptera (Nepomorpha and Gerromorpha) fauna of Greek holiday islands (Rhodes, Crete and Corfu) with first records of three species from Europe and G;KV51
Heteroptera;Corixidae;Sigara;Sigara nigrolineata mendax;Kriti;35,51972222;23,89083333;Csabai, Z., Soos, N., Berchi, M., G., Cianferoni, F., Boda, P. & Mora, A.,2017: Aquatic and semiaquatic Heteroptera (Nepomorpha and Gerromorpha) fauna of Greek holiday islands (Rhodes, Crete and Corfu) with first records of three species from Europe and G;GE63
Heteroptera;Corixidae;Sigara;Sigara nigrolineata mendax;Kriti;34,98472222;25,28527778;Csabai, Z., Soos, N., Berchi, M., G., Cianferoni, F., Boda, P. & Mora, A.,2017: Aquatic and semiaquatic Heteroptera (Nepomorpha and Gerromorpha) fauna of Greek holiday islands (Rhodes, Crete and Corfu) with first records of three species from Europe and G;LU47
Heteroptera;Corixidae;Sigara;Sigara nigrolineata mendax;Kriti;34,98472222;25,28527778;Csabai, Z., Soos, N., Berchi, M., G., Cianferoni, F., Boda, P. & Mora, A.,2017: Aquatic and semiaquatic Heteroptera (Nepomorpha and Gerromorpha) fauna of Greek holiday islands (Rhodes, Crete and Corfu) with first records of three species from Europe and G;LU47
Heteroptera;Corixidae;Sigara;Sigara nigrolineata mendax;Kriti;35,09916;24,69114;Heiss, E.,1985: Heteropteren aus Kreta III (Insecta: Heteroptera).Bericht des Naturwissenschaftlich- Medizinischen Vereins in Innsbruck ;KU88
Heteroptera;Corixidae;Sigara;Sigara nigrolineata mendax;Kriti;35,38196;24,95831;Heiss, E.,1985: Heteropteren aus Kreta III (Insecta: Heteroptera).Bericht des Naturwissenschaftlich- Medizinischen Vereins in Innsbruck ;LV11
Heteroptera;Corixidae;Sigara;Sigara nigrolineata mendax;Kriti;35,38196;24,95831;Heiss, E. & Hopp, I.,1987: Heteropteren aus Kreta V (Insecta: Heteroptera)..Bericht des Naturwissenschaftlich-Medizinischen Vereins in Innsbruck ;LV11
Heteroptera;Miridae;Heterocordylus;Heterocordylus heissi;Kriti;35,33333;23,9;Carapezza,1990: Heterocordylus heissi n. sp. And new records from Crete..Scopolia, Suppl. ;GE61
Heteroptera;Miridae;Orthonotus;Orthonotus creticus;Kriti;35,183976;24,400126;Heckmann, R., Strauss, G. & Rietschel, S.,2015: Die Heteropterenfauna Kretas.Carolinea ;KU69
Heteroptera;Miridae;Orthonotus;Orthonotus creticus;Kriti;35,34245;25,15334;Heiss, E.,1984: Heteropteren aus Kreta II (Insecta: Heteroptera)..Bericht des Naturwissenschaftlich-Medizinischen Vereins in Innsbruck ;LV30
