assessmentId,internalTaxonId,scientificName,code,name,stressCode,stressName,ancestry,ias,internationalTrade,scope,severity,text,timing,virus
3997379,134681,Potamon ibericum,9.1.1,Sewage,1.2,Ecosystem degradation,,,,,,,Ongoing,
3997379,134681,Potamon ibericum,7.2.3,Abstraction of surface water (agricultural use),1.2,Ecosystem degradation,,,,,,,Ongoing,
3997379,134681,Potamon ibericum,1.2,Commercial & industrial areas,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,,,,Ongoing,
3997379,134681,Potamon ibericum,1.3,Tourism & recreation areas,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,,,,Ongoing,
3997379,134681,Potamon ibericum,9.3.4,Type Unknown/Unrecorded,1.2,Ecosystem degradation,,,,,,,Ongoing,
3997379,134681,Potamon ibericum,7.2.1,Abstraction of surface water (domestic use),1.2,Ecosystem degradation,,,,,,,Ongoing,
3997379,134681,Potamon ibericum,5.4.1,Intentional use: (subsistence/small scale) [harvest],2.1,Species mortality,,,,,,,Ongoing,
3997379,134681,Potamon ibericum,9.2.3,Type Unknown/Unrecorded,1.2,Ecosystem degradation,,,,,,,Ongoing,
3997379,134681,Potamon ibericum,7.2.11,Dams (size unknown),1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,,,,Ongoing,
4061032,135117,Potamon potamios,9.3.4,Type Unknown/Unrecorded,1.2,Ecosystem degradation,,,,,,,Ongoing,
4061032,135117,Potamon potamios,2.2.3,Scale Unknown/Unrecorded,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,,,,Ongoing,
5098302,157571,Microrhagus pyrenaeus,2.2.3,Scale Unknown/Unrecorded,1.1,Ecosystem conversion,,,,,,,Ongoing,
5098302,157571,Microrhagus pyrenaeus,5.3.5,Motivation Unknown/Unrecorded,1.2,Ecosystem degradation,,,,,,,Ongoing,
5098836,157575,Osmoderma lassallei,5.3.3,Unintentional effects: (subsistence/small scale) [harvest],1.2,Ecosystem degradation,,,,,,,Ongoing,
5102180,157591,Brachygonus meraculus,5.3.3,Unintentional effects: (subsistence/small scale) [harvest],1.2,Ecosystem degradation,,,,,,,Ongoing,
5112566,157631,Ropalopus insubricus,5.3.3,Unintentional effects: (subsistence/small scale) [harvest],1.2,Ecosystem degradation,,,,,,,Ongoing,
5112566,157631,Ropalopus insubricus,9.3.3,Herbicides and pesticides,2.1,Species mortality,,,,Minority (<50%),"Slow, Significant Declines",,Ongoing,
5114760,157641,Ceruchus chrysomelinus,5.3.5,Motivation Unknown/Unrecorded,1.2,Ecosystem degradation,,,,,,,Ongoing,
5119169,157659,Clytus lama,5.3.5,Motivation Unknown/Unrecorded,1.2,Ecosystem degradation,,,,,,,Ongoing,
5126247,157692,Ampedus hjorti,5.3.5,Motivation Unknown/Unrecorded,1.2,Ecosystem degradation,,,,,,,Ongoing,
5126672,157695,Lioderina linearis,5.3.5,Motivation Unknown/Unrecorded,1.1,Ecosystem conversion,,,,,,,Ongoing,
5127501,157698,Ampedus coenobita,5.3.5,Motivation Unknown/Unrecorded,1.2,Ecosystem degradation,,,,,,,Ongoing,
5130390,157714,Pseudotriphyllus suturalis,5.3.5,Motivation Unknown/Unrecorded,1.2,Ecosystem degradation,,,,,,,Ongoing,
5133820,157730,Grynocharis oblonga,5.3.3,Unintentional effects: (subsistence/small scale) [harvest],1.2,Ecosystem degradation,,,,,,,Ongoing,
5148186,157795,Clytus tropicus,5.3.5,Motivation Unknown/Unrecorded,1.2,Ecosystem degradation,,,,,,,Ongoing,
5149054,157800,Ampedus cardinalis,5.3.3,Unintentional effects: (subsistence/small scale) [harvest],1.2,Ecosystem degradation,,,,,,,Ongoing,
5149490,157802,Dacne notata,5.3.3,Unintentional effects: (subsistence/small scale) [harvest],1.2,Ecosystem degradation,,,,,,,Ongoing,
5158380,157848,Ropalopus femoratus,5.3.3,Unintentional effects: (subsistence/small scale) [harvest],1.2,Ecosystem degradation,,,,,,,Ongoing,
5158380,157848,Ropalopus femoratus,2.2.3,Scale Unknown/Unrecorded,1.1,Ecosystem conversion,,,,,,,Ongoing,
5158380,157848,Ropalopus femoratus,1.1,Housing & urban areas,1.2,Ecosystem degradation,,,,,,,Ongoing,
5169119,157901,Osmoderma barnabita,5.3.5,Motivation Unknown/Unrecorded,1.2,Ecosystem degradation,,,,,,,Ongoing,
5171713,157914,Hylis cariniceps,5.3.5,Motivation Unknown/Unrecorded,1.2,Ecosystem degradation,,,,,,,Ongoing,
6690609,169949,Scyllarus arctus,5.4.1,Intentional use: (subsistence/small scale) [harvest],2.1,Species mortality,,,,Minority (<50%),Unknown,,Ongoing,
6698918,169983,Scyllarides latus,5.4.2,Intentional use: (large scale) [harvest],2.1,Species mortality,,,,Unknown,Unknown,,Ongoing,
6974162,173209,Hipparchia fagi,2.1.3,Agro-industry farming,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,,,,"Past, Likely to Return",
6974162,173209,Hipparchia fagi,2.3.3,"Agro-industry grazing, ranching or farming",1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,,,,"Past, Likely to Return",
6974162,173209,Hipparchia fagi,2.3.2,"Small-holder grazing, ranching or farming",1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,,,,"Past, Likely to Return",
6974162,173209,Hipparchia fagi,7.3,Other ecosystem modifications,1.2,Ecosystem degradation,,,,,,,"Past, Likely to Return",
6983131,173271,Polyommatus orphicus,2.1.3,Agro-industry farming,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,,,,Ongoing,
6983131,173271,Polyommatus orphicus,4.1,Roads & railroads,1.2,Ecosystem degradation,,,,,,,Ongoing,
6983131,173271,Polyommatus orphicus,3.2,Mining & quarrying,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,,,,Ongoing,
6983131,173271,Polyommatus orphicus,2.3.3,"Agro-industry grazing, ranching or farming",1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,,,,Ongoing,
6983131,173271,Polyommatus orphicus,8.2,Problematic native species/diseases,1.2,Ecosystem degradation,,,,,,,Ongoing,
6983131,173271,Polyommatus orphicus,2.3.2,"Small-holder grazing, ranching or farming",1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,,,,Ongoing,
6983131,173271,Polyommatus orphicus,7.1.3,Trend Unknown/Unrecorded,1.2,Ecosystem degradation,,,,,,,Ongoing,
6983131,173271,Polyommatus orphicus,7.3,Other ecosystem modifications,1.2,Ecosystem degradation,,,,,,,Ongoing,
6983441,173273,Polyommatus eleniae,2.3.1,Nomadic grazing,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,,,,Ongoing,
6983441,173273,Polyommatus eleniae,2.3.3,"Agro-industry grazing, ranching or farming",1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,,,,Ongoing,
6983441,173273,Polyommatus eleniae,2.3.2,"Small-holder grazing, ranching or farming",1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,,,,Ongoing,
6983441,173273,Polyommatus eleniae,7.3,Other ecosystem modifications,1.2,Ecosystem degradation,,,,,,,Ongoing,
6984697,173281,Coenonympha orientalis,11.2,Droughts,1.2,Ecosystem degradation,,,,,,,Ongoing,
6984697,173281,Coenonympha orientalis,2.1.1,Shifting agriculture,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,,,,Ongoing,
6984697,173281,Coenonympha orientalis,2.1.2,Small-holder farming,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,,,,Ongoing,
6984697,173281,Coenonympha orientalis,4.1,Roads & railroads,1.2,Ecosystem degradation,,,,,,,Ongoing,
6984697,173281,Coenonympha orientalis,6.1,Recreational activities,2.2,Species disturbance,,,,,,,Ongoing,
6984697,173281,Coenonympha orientalis,7.3,Other ecosystem modifications,1.2,Ecosystem degradation,,,,,,,Ongoing,
6984697,173281,Coenonympha orientalis,8.1.1,Unspecified species,1.2,Ecosystem degradation,,,,,,,Ongoing,
6984697,173281,Coenonympha orientalis,5.3.5,Motivation Unknown/Unrecorded,1.2,Ecosystem degradation,,,,,,,Ongoing,
6984697,173281,Coenonympha orientalis,7.1.3,Trend Unknown/Unrecorded,1.2,Ecosystem degradation,,,,,,,Ongoing,
6984697,173281,Coenonympha orientalis,2.3.2,"Small-holder grazing, ranching or farming",1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,,,,Ongoing,
6984697,173281,Coenonympha orientalis,2.2.1,Small-holder plantations,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,,,,Ongoing,
6984697,173281,Coenonympha orientalis,2.2.2,Agro-industry plantations,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,,,,Ongoing,
6986657,173295,Polyommatus nephohiptamenos,2.3.3,"Agro-industry grazing, ranching or farming",1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,,,,Ongoing,
6986657,173295,Polyommatus nephohiptamenos,7.1.3,Trend Unknown/Unrecorded,1.2,Ecosystem degradation,,,,,,,Ongoing,
6986657,173295,Polyommatus nephohiptamenos,2.2.3,Scale Unknown/Unrecorded,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,,,,Ongoing,
6986657,173295,Polyommatus nephohiptamenos,7.3,Other ecosystem modifications,1.2,Ecosystem degradation,,,,,,,Ongoing,
6987579,173302,Pseudochazara orestes,7.3,Other ecosystem modifications,1.2,Ecosystem degradation,,,,,,,Ongoing,
8454057,185659,Platycnemis pennipes ssp. nitidula,11.2,Droughts,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,,,,Future,
9338388,2191,Astacus astacus,5.4.2,Intentional use: (large scale) [harvest],2.1,Species mortality,,,,Unknown,Unknown,,Ongoing,
9338388,2191,Astacus astacus,7.2.4,Abstraction of surface water (unknown use),1.2,Ecosystem degradation,,,,Unknown,Unknown,,Unknown,
9338388,2191,Astacus astacus,8.1.2,Named species,2.3.2,Competition,,Orconectes limosus,,Unknown,Unknown,,Ongoing,
10228760,39486,Lycaena ottomana,3.2,Mining & quarrying,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,,,,Ongoing,
10228760,39486,Lycaena ottomana,8.2,Problematic native species/diseases,1.2,Ecosystem degradation,,,,,,,Ongoing,
10228760,39486,Lycaena ottomana,9.3.4,Type Unknown/Unrecorded,1.2,Ecosystem degradation,,,,,,,Ongoing,
10228760,39486,Lycaena ottomana,1.3,Tourism & recreation areas,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,,,,Ongoing,
10228760,39486,Lycaena ottomana,5.3.5,Motivation Unknown/Unrecorded,1.2,Ecosystem degradation,,,,,,,Ongoing,
10228760,39486,Lycaena ottomana,1.1,Housing & urban areas,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,,,,Ongoing,
10228760,39486,Lycaena ottomana,11.1,Habitat shifting & alteration,1.2,Ecosystem degradation,,,,,,,Ongoing,
10228760,39486,Lycaena ottomana,2.1.4,Scale Unknown/Unrecorded,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,,,,Ongoing,
10228760,39486,Lycaena ottomana,2.3.4,Scale Unknown/Unrecorded,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,,,,Ongoing,
13309447,13304723,Colletes creticus,2.1.1,Shifting agriculture,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Unknown,Unknown,,Unknown,
13309447,13304723,Colletes creticus,1.3,Tourism & recreation areas,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Unknown,Unknown,,Unknown,
13309447,13304723,Colletes creticus,2.2.3,Scale Unknown/Unrecorded,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Unknown,Unknown,,Unknown,
13309607,13307748,Colletes standfussi,2.1.1,Shifting agriculture,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Unknown,Unknown,,Unknown,
13309607,13307748,Colletes standfussi,2.3.4,Scale Unknown/Unrecorded,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Unknown,Unknown,,Unknown,
13324673,13322492,Dasypoda frieseana,2.1.4,Scale Unknown/Unrecorded,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Majority (50-90%),Rapid Declines,,Ongoing,
13340050,13338042,Seladonia inpilosa,1.3,Tourism & recreation areas,1.2,Ecosystem degradation,,,,Whole (>90%),Unknown,,Future,
13340050,13338042,Seladonia inpilosa,1.1,Housing & urban areas,1.2,Ecosystem degradation,,,,Whole (>90%),Unknown,,Future,
17046346,17046301,Dolichopoda remyi,3.2,Mining & quarrying,1.1|2.1,Ecosystem conversion|Species mortality,,,,Minority (<50%),Rapid Declines,,Ongoing,
17537803,165471,Selysiothemis nigra,9.1.2,Run-off,1.1|1.2|2.1,Ecosystem conversion|Ecosystem degradation|Species mortality,,,,Unknown,Unknown,,Unknown,
17537803,165471,Selysiothemis nigra,9.1.1,Sewage,1.1|1.2|2.1,Ecosystem conversion|Ecosystem degradation|Species mortality,,,,Unknown,Unknown,,Unknown,
17537803,165471,Selysiothemis nigra,2.1.2,Small-holder farming,1.1|1.2|2.1,Ecosystem conversion|Ecosystem degradation|Species mortality,,,,Unknown,Unknown,,Ongoing,
17537803,165471,Selysiothemis nigra,7.2.7,Abstraction of ground water (agricultural use),1.1|1.2|2.1,Ecosystem conversion|Ecosystem degradation|Species mortality,,,,Unknown,Unknown,,Ongoing,
17537803,165471,Selysiothemis nigra,7.2.5,Abstraction of ground water (domestic use),1.1|1.2|2.1,Ecosystem conversion|Ecosystem degradation|Species mortality,,,,Unknown,Unknown,,Ongoing,
17537803,165471,Selysiothemis nigra,7.2.3,Abstraction of surface water (agricultural use),1.1|1.2|2.1,Ecosystem conversion|Ecosystem degradation|Species mortality,,,,Unknown,Unknown,,Ongoing,
17537803,165471,Selysiothemis nigra,7.2.1,Abstraction of surface water (domestic use),1.1|1.2|2.1,Ecosystem conversion|Ecosystem degradation|Species mortality,,,,Unknown,Unknown,,Ongoing,
17537803,165471,Selysiothemis nigra,1.3,Tourism & recreation areas,1.1|1.2|2.1,Ecosystem conversion|Ecosystem degradation|Species mortality,,,,Unknown,Unknown,,Ongoing,
17537803,165471,Selysiothemis nigra,11.2,Droughts,1.1|1.2|2.1,Ecosystem conversion|Ecosystem degradation|Species mortality,,,,Unknown,Unknown,,Future,
17537803,165471,Selysiothemis nigra,11.1,Habitat shifting & alteration,1.1|1.2|2.1,Ecosystem conversion|Ecosystem degradation|Species mortality,,,,Unknown,Unknown,,Future,
17891947,16084525,Oropodisma chelmosi,1.3,Tourism & recreation areas,1.1|1.2|2.1,Ecosystem conversion|Ecosystem degradation|Species mortality,,,,Minority (<50%),"Slow, Significant Declines",,Ongoing,
18053580,16084523,Oropodisma willemsei,3.2,Mining & quarrying,1.1|2.1,Ecosystem conversion|Species mortality,,,,Minority (<50%),Very Rapid Declines,,Ongoing,
18053580,16084523,Oropodisma willemsei,2.3.2,"Small-holder grazing, ranching or farming",1.1|1.2|2.1,Ecosystem conversion|Ecosystem degradation|Species mortality,,,,Majority (50-90%),Causing/Could cause fluctuations,,Ongoing,
18053580,16084523,Oropodisma willemsei,2.3.1,Nomadic grazing,1.2,Ecosystem degradation,,,,Majority (50-90%),Unknown,,Ongoing,
18407506,16084420,Oropodisma karavica,2.3.2,"Small-holder grazing, ranching or farming",1.2,Ecosystem degradation,,,,Majority (50-90%),Unknown,,Ongoing,
18407506,16084420,Oropodisma karavica,2.3.1,Nomadic grazing,1.2,Ecosystem degradation,,,,Majority (50-90%),Unknown,,Ongoing,
19152175,165489,Onychogomphus forcipatus,7.2.11,Dams (size unknown),"","",,,,Minority (<50%),Negligible declines,,Ongoing,
19152175,165489,Onychogomphus forcipatus,9.1.1,Sewage,"","",,,,Minority (<50%),Negligible declines,,,
19152175,165489,Onychogomphus forcipatus,3.2,Mining & quarrying,"","",,,,Minority (<50%),Negligible declines,,,
19156286,165514,Brachytron pratense,2.4.1,Subsistence/artisinal aquaculture,1.1|1.2|2.1|2.2,Ecosystem conversion|Ecosystem degradation|Species mortality|Species disturbance,,,,Minority (<50%),Rapid Declines,,Ongoing,
19156286,165514,Brachytron pratense,11.3,Temperature extremes,1.1|1.2|2.1|2.2,Ecosystem conversion|Ecosystem degradation|Species mortality|Species disturbance,,,,Minority (<50%),Rapid Declines,,Ongoing,
19156286,165514,Brachytron pratense,11.2,Droughts,1.1|1.2|2.1|2.2,Ecosystem conversion|Ecosystem degradation|Species mortality|Species disturbance,,,,Minority (<50%),Very Rapid Declines,,Ongoing,
19156286,165514,Brachytron pratense,9.3.3,Herbicides and pesticides,2.1,Species mortality,,,,Minority (<50%),Rapid Declines,,"Past, Likely to Return",
19156286,165514,Brachytron pratense,9.3.1,Nutrient loads,1.1|1.2|2.1,Ecosystem conversion|Ecosystem degradation|Species mortality,,,,Minority (<50%),Rapid Declines,,"Past, Likely to Return",
19156760,165467,Caliaeschna microstigma,7.1.3,Trend Unknown/Unrecorded,1.1|1.2|2.2,Ecosystem conversion|Ecosystem degradation|Species disturbance,,,,Minority (<50%),Rapid Declines,,Ongoing,
19156760,165467,Caliaeschna microstigma,5.3.5,Motivation Unknown/Unrecorded,1.1|1.2|2.2,Ecosystem conversion|Ecosystem degradation|Species disturbance,,,,Minority (<50%),Rapid Declines,,Unknown,
19156760,165467,Caliaeschna microstigma,11.2,Droughts,1.2|2.1,Ecosystem degradation|Species mortality,,,,Minority (<50%),Very Rapid Declines,,Ongoing,
19156760,165467,Caliaeschna microstigma,7.2.3,Abstraction of surface water (agricultural use),1.2|2.1,Ecosystem degradation|Species mortality,,,,Minority (<50%),Very Rapid Declines,,Ongoing,
19156760,165467,Caliaeschna microstigma,7.2.11,Dams (size unknown),1.1|2.1,Ecosystem conversion|Species mortality,,,,Minority (<50%),Very Rapid Declines,,Future,
19156760,165467,Caliaeschna microstigma,7.2.1,Abstraction of surface water (domestic use),1.2|2.1,Ecosystem degradation|Species mortality,,,,Minority (<50%),Very Rapid Declines,,Ongoing,
19156760,165467,Caliaeschna microstigma,7.1.1,Increase in fire frequency/intensity,1.1|1.2|2.2,Ecosystem conversion|Ecosystem degradation|Species disturbance,,,,Minority (<50%),Rapid Declines,,Ongoing,
19158182,165520,Coenagrion ornatum,9.3.4,Type Unknown/Unrecorded,1.1|1.2|2.1,Ecosystem conversion|Ecosystem degradation|Species mortality,,,,Minority (<50%),Rapid Declines,,Ongoing,
19158182,165520,Coenagrion ornatum,11.1,Habitat shifting & alteration,1.1|1.2|2.1,Ecosystem conversion|Ecosystem degradation|Species mortality,,,,Minority (<50%),Rapid Declines,,Ongoing,
19158182,165520,Coenagrion ornatum,11.2,Droughts,1.1|1.2|2.1,Ecosystem conversion|Ecosystem degradation|Species mortality,,,,Minority (<50%),Rapid Declines,,Ongoing,
19158182,165520,Coenagrion ornatum,7.2.8,Abstraction of ground water (unknown use),1.2|2.1,Ecosystem degradation|Species mortality,,,,Minority (<50%),Rapid Declines,,Ongoing,
19158182,165520,Coenagrion ornatum,2.1.4,Scale Unknown/Unrecorded,1.1|1.2|2.1,Ecosystem conversion|Ecosystem degradation|Species mortality,,,,Minority (<50%),Rapid Declines,,Ongoing,
19158182,165520,Coenagrion ornatum,2.2.3,Scale Unknown/Unrecorded,1.1|1.2|2.1,Ecosystem conversion|Ecosystem degradation|Species mortality,,,,Minority (<50%),Very Rapid Declines,,Ongoing,
19158182,165520,Coenagrion ornatum,1.1,Housing & urban areas,1.1|1.2|2.1,Ecosystem conversion|Ecosystem degradation|Species mortality,,,,Minority (<50%),Very Rapid Declines,,Future,
19158182,165520,Coenagrion ornatum,2.3.4,Scale Unknown/Unrecorded,1.1|2.1,Ecosystem conversion|Species mortality,,,,Minority (<50%),Rapid Declines,,Ongoing,
19158662,165484,Coenagrion pulchellum,11.1,Habitat shifting & alteration,1.1|1.2|2.1,Ecosystem conversion|Ecosystem degradation|Species mortality,,,,Minority (<50%),Rapid Declines,,Future,
19159139,165502,Coenagrion scitulum,7.2.8,Abstraction of ground water (unknown use),1.1|1.2|2.1,Ecosystem conversion|Ecosystem degradation|Species mortality,,,,Minority (<50%),Rapid Declines,,Ongoing,
19159139,165502,Coenagrion scitulum,11.2,Droughts,1.1|1.2|2.1,Ecosystem conversion|Ecosystem degradation|Species mortality,,,,Minority (<50%),Rapid Declines,,Ongoing,
19159139,165502,Coenagrion scitulum,9.2.3,Type Unknown/Unrecorded,1.2|2.1,Ecosystem degradation|Species mortality,,,,Minority (<50%),Rapid Declines,,Unknown,
19159139,165502,Coenagrion scitulum,9.3.1,Nutrient loads,1.1|1.2|2.1,Ecosystem conversion|Ecosystem degradation|Species mortality,,,,Minority (<50%),Rapid Declines,,Unknown,
19159139,165502,Coenagrion scitulum,9.3.3,Herbicides and pesticides,2.1,Species mortality,,,,Minority (<50%),Unknown,,Unknown,
19159139,165502,Coenagrion scitulum,2.3.1,Nomadic grazing,1.2|2.1|2.2,Ecosystem degradation|Species mortality|Species disturbance,,,,Minority (<50%),"Slow, Significant Declines",,Ongoing,
19160630,165500,Pyrrhosoma nymphula,11.2,Droughts,"","",,,,Minority (<50%),"Slow, Significant Declines",,Ongoing,
19160630,165500,Pyrrhosoma nymphula,11.1,Habitat shifting & alteration,"","",,,,Minority (<50%),"Slow, Significant Declines",,Ongoing,
19161110,165507,Cordulegaster insignis,5.3.5,Motivation Unknown/Unrecorded,1.1|1.2|2.1|2.2,Ecosystem conversion|Ecosystem degradation|Species mortality|Species disturbance,,,,Minority (<50%),"Slow, Significant Declines",,Future,
19161110,165507,Cordulegaster insignis,11.2,Droughts,1.2|2.1,Ecosystem degradation|Species mortality,,,,Minority (<50%),Rapid Declines,,Ongoing,
19161110,165507,Cordulegaster insignis,7.1.1,Increase in fire frequency/intensity,1.1|1.2|2.1|2.2,Ecosystem conversion|Ecosystem degradation|Species mortality|Species disturbance,,,,Minority (<50%),Rapid Declines,,Ongoing,
19161436,165526,Cordulegaster picta,7.2.11,Dams (size unknown),1.1|1.2|2.1,Ecosystem conversion|Ecosystem degradation|Species mortality,,,,Minority (<50%),Very Rapid Declines,,Future,
19161436,165526,Cordulegaster picta,7.2.8,Abstraction of ground water (unknown use),1.2,Ecosystem degradation,,,,,,,Ongoing,
19161436,165526,Cordulegaster picta,5.3.5,Motivation Unknown/Unrecorded,1.2|2.1,Ecosystem degradation|Species mortality,,,,Minority (<50%),"Slow, Significant Declines",,Unknown,
19161436,165526,Cordulegaster picta,11.2,Droughts,1.2|2.1,Ecosystem degradation|Species mortality,,,,Minority (<50%),Rapid Declines,,Ongoing,
19161436,165526,Cordulegaster picta,7.1.1,Increase in fire frequency/intensity,1.1|1.2|2.1,Ecosystem conversion|Ecosystem degradation|Species mortality,,,,Minority (<50%),Rapid Declines,,Future,
19161436,165526,Cordulegaster picta,7.2.1,Abstraction of surface water (domestic use),1.2|2.1,Ecosystem degradation|Species mortality,,,,Minority (<50%),Very Rapid Declines,,Ongoing,
19161436,165526,Cordulegaster picta,7.2.3,Abstraction of surface water (agricultural use),1.2|2.1,Ecosystem degradation|Species mortality,,,,Minority (<50%),Rapid Declines,,Ongoing,
19161436,165526,Cordulegaster picta,9.1.3,Type Unknown/Unrecorded,1.2|2.1,Ecosystem degradation|Species mortality,,,,Minority (<50%),Rapid Declines,,Ongoing,
19161728,165485,Somatochlora flavomaculata,2.1.3,Agro-industry farming,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Minority (<50%),Negligible declines,,"Past, Unlikely to Return",
19161728,165485,Somatochlora flavomaculata,2.1.2,Small-holder farming,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Minority (<50%),Negligible declines,,"Past, Unlikely to Return",
19161728,165485,Somatochlora flavomaculata,7.2.8,Abstraction of ground water (unknown use),1.2,Ecosystem degradation,,,,Minority (<50%),Negligible declines,,Ongoing,
19161728,165485,Somatochlora flavomaculata,11.2,Droughts,1.2,Ecosystem degradation,,,,Minority (<50%),Negligible declines,,Ongoing,
19162182,165494,Somatochlora meridionalis,7.2.11,Dams (size unknown),1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Minority (<50%),Negligible declines,,Ongoing,
19162182,165494,Somatochlora meridionalis,1.3,Tourism & recreation areas,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Minority (<50%),Negligible declines,,Ongoing,
19162182,165494,Somatochlora meridionalis,1.1,Housing & urban areas,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Minority (<50%),Negligible declines,,Ongoing,
19162182,165494,Somatochlora meridionalis,9.1.3,Type Unknown/Unrecorded,1.2,Ecosystem degradation,,,,Minority (<50%),Unknown,,Ongoing,
19162182,165494,Somatochlora meridionalis,9.1.1,Sewage,1.2,Ecosystem degradation,,,,Minority (<50%),Unknown,,Ongoing,
