assessmentId,internalTaxonId,scientificName,type,text,full,value,order
45823223,157825,Stenopterus atricornis,RedListEvaluators,"Cálix, M. & Gerlach, J.","Cálix, M. & Gerlach, J.",Justin Gerlach (Terrestrial Invertebrates Red List Authority (TIRLA))|Marta Cálix (IUCN European Red List),"84986092,82"
45823223,157825,Stenopterus atricornis,RedListContributors,"Petrakis, P., Schmidl, J., Pettersson, R. & Alcázar Montañez, E.","Petrakis, P., Schmidl, J., Pettersson, R. & Alcázar Montañez, E.",Panos Petrakis (SX Beetles)|Jürgen Schmidl (N/A)|Roger Pettersson (N/A)|Elisa Alcázar Montañez (Consultant: IUCN Centre for Mediterranean Cooperation),"873,893,903,17474733"
45823223,157825,Stenopterus atricornis,RedListFacilitators,"","Nieto, A.",Ana Nieto (IUCN),212
45823371,157798,Stenopterus creticus,RedListAssessors,"Verdugo, A., Buse, J., Mendez, M., Bartolozzi, L. & Galante, E.","Verdugo, A., Buse, J., Mendez, M., Bartolozzi, L. & Galante, E.","Antonio Verdugo (N/A)|Jörn Buse (Johannes-Gutenberg University of Mainz, Institute of Zoology, Dep. Ecology)|Eduardo Galante (CIBIO-Universidad de Alicante)|Luca Bartolozzi (Zoological Museum La Specola, Italy)|Marco Mendez (Universidad de Chile)","877,961,80195859,46770840,2302"
45823371,157798,Stenopterus creticus,RedListEvaluators,"Cálix, M. & Gerlach, J.","Cálix, M. & Gerlach, J.",Justin Gerlach (Terrestrial Invertebrates Red List Authority (TIRLA))|Marta Cálix (IUCN European Red List),"84986092,82"
45823371,157798,Stenopterus creticus,RedListContributors,"Petrakis, P., Schmidl, J., Pettersson, R. & Alcázar Montañez, E.","Petrakis, P., Schmidl, J., Pettersson, R. & Alcázar Montañez, E.",Panos Petrakis (SX Beetles)|Jürgen Schmidl (N/A)|Roger Pettersson (N/A)|Elisa Alcázar Montañez (Consultant: IUCN Centre for Mediterranean Cooperation),"873,893,903,17474733"
45823371,157798,Stenopterus creticus,RedListFacilitators,"","Nieto, A.",Ana Nieto (IUCN),212
45826874,157771,Trichoferus bergeri,RedListAssessors,"Verdugo, A., Buse, J., Bartolozzi, L., Galante, E. & Mendez, M.","Verdugo, A., Buse, J., Bartolozzi, L., Galante, E. & Mendez, M.","Antonio Verdugo (N/A)|Jörn Buse (Johannes-Gutenberg University of Mainz, Institute of Zoology, Dep. Ecology)|Eduardo Galante (CIBIO-Universidad de Alicante)|Luca Bartolozzi (Zoological Museum La Specola, Italy)|Marco Mendez (Universidad de Chile)","877,961,46770840,2302,80195859"
45826874,157771,Trichoferus bergeri,RedListEvaluators,"Cálix, M. & Gerlach, J.","Cálix, M. & Gerlach, J.",Justin Gerlach (Terrestrial Invertebrates Red List Authority (TIRLA))|Marta Cálix (IUCN European Red List),"84986092,82"
45826874,157771,Trichoferus bergeri,RedListContributors,"Petrakis, P., Schmidl, J., Pettersson, R. & Alcázar Montañez, E.","Petrakis, P., Schmidl, J., Pettersson, R. & Alcázar Montañez, E.",Panos Petrakis (SX Beetles)|Jürgen Schmidl (N/A)|Roger Pettersson (N/A)|Elisa Alcázar Montañez (Consultant: IUCN Centre for Mediterranean Cooperation),"873,893,903,17474733"
45826874,157771,Trichoferus bergeri,RedListFacilitators,"","Nieto, A.",Ana Nieto (IUCN),212
46440146,13340340,Bombus cryptarum,RedListAssessors,"Hatfield, R., Jepsen, S., Thorp, R., Richardson, L. & Colla, S.","Hatfield, R., Jepsen, S., Thorp, R., Richardson, L. & Colla, S.","Sarina Jepsen (IUCN SSC Bumblebee Specialist Group)|Sheila Colla (North American Bumblebee Assessments)|Richard Hatfield (The Xerces Society, Portland, Oregon, USA)|Robbin Thorp (University of California, Davis, )|Leif Richardson","63770587,5603,63770595,64254542,46340678"
46440146,13340340,Bombus cryptarum,RedListEvaluators,"Ascher, J., Jha, S., Williams, P., Lozier, J., Cannings, S., Inouye, D., Yanega, D. & Woodard, H.","Ascher, J., Jha, S., Williams, P., Lozier, J., Cannings, S., Inouye, D., Yanega, D. & Woodard, H.",John Ascher|Syd Cannings|David Inouye|Jeff Lozier|Doug Yanega|Paul Williams|Shalene Jha|Hollis Woodard,"64230652,64254833,64254774,64254733,64254670,64254696,64254764,64254839"
46440146,13340340,Bombus cryptarum,RedListContributors,"Antweiler, G., Arduser, M., Ascher, J., Bartomeus, N., Beauchemin, A., Beckham, J., Cromartie, J., Day, L., Droege, S., Evans, E., Fiscus, D., Fraser, D., Gadallah, Z., Gall, L., Gardner, J., Gill, D., Golick, D., Heinrich, B., Hinds, P., Hines, H., Irwin, R., Jean, R., Klymko, J., Koch, J., MacPhail, V., Martineau, R., Martins, K., Matteson, K., McFarland, K., Milam, J., Moisan-DeSerres, J., Morrison, F., Ogden, J., Packer, L., Richardson, L., Savard, M., Scott, V., Scully, C., Sheffield, C., Sikes, D., Strange, J., Surrette, S., Thomas, C, Thompson, J., Veit, M., Wetherill, K., Williams, N., Williams, P., Winfree, R., Yanega, D. & Zahendra, S.","Antweiler, G., Arduser, M., Ascher, J., Bartomeus, N., Beauchemin, A., Beckham, J., Cromartie, J., Day, L., Droege, S., Evans, E., Fiscus, D., Fraser, D., Gadallah, Z., Gall, L., Gardner, J., Gill, D., Golick, D., Heinrich, B., Hinds, P., Hines, H., Irwin, R., Jean, R., Klymko, J., Koch, J., MacPhail, V., Martineau, R., Martins, K., Matteson, K., McFarland, K., Milam, J., Moisan-DeSerres, J., Morrison, F., Ogden, J., Packer, L., Richardson, L., Savard, M., Scott, V., Scully, C., Sheffield, C., Sikes, D., Strange, J., Surrette, S., Thomas, C, Thompson, J., Veit, M., Wetherill, K., Williams, N., Williams, P., Winfree, R., Yanega, D. & Zahendra, S.",Lawrence Packer (York University)|John Ascher|Leif Richardson|Doug Yanega|Paul Williams|Victoria MacPhail|Elaine Evans|James Strange|Jonathan Koch|Lawrence Gall|Rachael Winfree|Virginia Scott|Kent McFarland|Sara Zahendra (Vermont Center for Ecostudies)|Zuzu Gadallah (Environment Canada)|Sam Droege|Cory Sheffield|Douglas Golick (Nebraska Bumbleboosters)|Jennifer Thomas|Rob Jean|Rebecca Irwin|Heather Hines|Kyle Martins|Neal Williams|Sherry Surrette|Joel Gardner|James Thompson|Derek Sikes|Karen Wetherill|Jessica Beckham|Michael Arduser|Michael Veit|Joseph Moisan-DeSerres|David Fraser|John Klymko|Joan Milam|Kevin Matteson|J. Ogden|René Martineau|Anna Beauchemin|Patricia Hinds|Michel Savard|Jamie Cromartie|Nacho Bartomeus|Doug Gill|Dan Fiscus|Fred Morrison|Gary Antweiler|Bernd Heinrich|Liz Day|Caroline Scully,"64766779,64765606,64230652,64766770,64766755,64765604,64766768,64766789,64764689,64764538,64766774,64766325,64764674,64764601,64765566,64766772,64764704,64766786,64766757,64765506,64764723,64764707,64766335,64764586,64255961,64766713,64765508,64766701,64764628,64766693,64766323,64766776,64766705,48142751,64254542,64766760,64764619,64766792,64764691,64765579,64764559,64765553,64764706,64765576,64765652,64765602,64765550,64254774,64764615,64254764,64764673"
46440146,13340340,Bombus cryptarum,RedListFacilitators,"","Foltz Jordan, S., Hatfield, R., Colla, S. & MacPhail, V.","Sheila Colla (North American Bumblebee Assessments)|Sarah Foltz Jordan (Xerces Society)|Richard Hatfield (The Xerces Society, Portland, Oregon, USA)|Victoria MacPhail","62914336,63770587,46340678,64255961"
47350001,47262019,Ampedus cretensis,RedListAssessors,"Recalde, J.I. & Zapata de la Vega, J.L.","Recalde, J.I. & Zapata de la Vega, J.L.",José Ignacio Recalde (Mediterranean RL of Anthozoa)|José Luis Zapata de la Vega (IUCN Red List of Mediterranean Saproxylic Beetles expert),"46372907,46793075"
47350001,47262019,Ampedus cretensis,RedListEvaluators,"Gerlach, J., Eriksson, T. & Numa, C.","Gerlach, J., Eriksson, T. & Numa, C.",Justin Gerlach (Terrestrial Invertebrates Red List Authority (TIRLA))|Catherine Numa (IUCN-Med)|Therese Eriksson (IUCN Centre for Mediterranean Cooperation),"82,96707147,3163"
47350709,47262622,Ampedus vignai,RedListAssessors,"Zapata de la Vega, J.L. & Recalde, J.I.","Zapata de la Vega, J.L. & Recalde, J.I.",José Ignacio Recalde (Mediterranean RL of Anthozoa)|José Luis Zapata de la Vega (IUCN Red List of Mediterranean Saproxylic Beetles expert),"46793075,46372907"
47350709,47262622,Ampedus vignai,RedListEvaluators,"Gerlach, J. & Eriksson, T.","Gerlach, J. & Eriksson, T.",Justin Gerlach (Terrestrial Invertebrates Red List Authority (TIRLA))|Therese Eriksson (IUCN Centre for Mediterranean Cooperation),"82,96707147"
47353318,47263254,Elater asmodaius,RedListAssessors,"Zapata de la Vega, J.L. & Recalde, J.I.","Zapata de la Vega, J.L. & Recalde, J.I.",José Ignacio Recalde (Mediterranean RL of Anthozoa)|José Luis Zapata de la Vega (IUCN Red List of Mediterranean Saproxylic Beetles expert),"46793075,46372907"
47353318,47263254,Elater asmodaius,RedListEvaluators,"Gerlach, J. & Eriksson, T.","Gerlach, J. & Eriksson, T.",Justin Gerlach (Terrestrial Invertebrates Red List Authority (TIRLA))|Therese Eriksson (IUCN Centre for Mediterranean Cooperation),"82,96707147"
47353433,47264405,Melanotus sulcicollis,RedListAssessors,"Zapata de la Vega, J.L. & Recalde, J.I.","Zapata de la Vega, J.L. & Recalde, J.I.",José Ignacio Recalde (Mediterranean RL of Anthozoa)|José Luis Zapata de la Vega (IUCN Red List of Mediterranean Saproxylic Beetles expert),"46793075,46372907"
47353433,47264405,Melanotus sulcicollis,RedListEvaluators,"Gerlach, J., Eriksson, T. & Baudoux, C.","Gerlach, J., Eriksson, T. & Baudoux, C.","Justin Gerlach (Terrestrial Invertebrates Red List Authority (TIRLA))|Therese Eriksson (IUCN Centre for Mediterranean Cooperation)|Claire Baudoux (Intern, IUCN Med)","82,96707147,96807875"
47353453,47265114,Podeonius subcyaneus,RedListAssessors,"Zapata de la Vega, J.L. & Recalde, J.I.","Zapata de la Vega, J.L. & Recalde, J.I.",José Ignacio Recalde (Mediterranean RL of Anthozoa)|José Luis Zapata de la Vega (IUCN Red List of Mediterranean Saproxylic Beetles expert),"46793075,46372907"
47353453,47265114,Podeonius subcyaneus,RedListEvaluators,"Gerlach, J., Eriksson, T. & Baudoux, C.","Gerlach, J., Eriksson, T. & Baudoux, C.","Justin Gerlach (Terrestrial Invertebrates Red List Authority (TIRLA))|Therese Eriksson (IUCN Centre for Mediterranean Cooperation)|Claire Baudoux (Intern, IUCN Med)","82,96707147,96807875"
47688354,47260954,Enoplium doderoi,RedListAssessors,"","Brustel, H., Audisio, P., Otero, J. & Micó Balaguer, E.","Hervé Brustel (University of Toulouse, Ecole d'Ingénieurs de Purpan)|Estefanía Micó Balaguer|José Carlos Otero (N/A)|Paolo Audisio (Uinversity of Rome)","889,977,955,917"
47688354,47260954,Enoplium doderoi,RedListEvaluators,"","García, N. & Numa, C.",Nieves García (IUCN)|Catherine Numa (IUCN-Med),"1107,3163"
47688354,47260954,Enoplium doderoi,RedListContributors,"","Bartolozzi, L., Zappi, I. & Alcázar Montañez, E.","Elisa Alcázar Montañez (Consultant: IUCN Centre for Mediterranean Cooperation)|Luca Bartolozzi (Zoological Museum La Specola, Italy)|Iuri Zappi","46770840,104358114,17474733"
47688354,47260954,Enoplium doderoi,RedListFacilitators,"","Barrios, V.",Violeta Barrios (IUCN Centre for Mediterranean Cooperation),5795
47694399,47173828,Chlorophorus gratiosus,RedListAssessors,"Buse, J., Verdugo, A., Bartolozzi, L., Mendez, M. & Galante, E.","Buse, J., Verdugo, A., Bartolozzi, L., Mendez, M. & Galante, E.","Antonio Verdugo (N/A)|Jörn Buse (Johannes-Gutenberg University of Mainz, Institute of Zoology, Dep. Ecology)|Eduardo Galante (CIBIO-Universidad de Alicante)|Luca Bartolozzi (Zoological Museum La Specola, Italy)|Marco Mendez (Universidad de Chile)","961,877,46770840,80195859,2302"
47694399,47173828,Chlorophorus gratiosus,RedListEvaluators,"Cálix, M. & Gerlach, J.","Cálix, M. & Gerlach, J.",Justin Gerlach (Terrestrial Invertebrates Red List Authority (TIRLA))|Marta Cálix (IUCN European Red List),"84986092,82"
47694399,47173828,Chlorophorus gratiosus,RedListContributors,"Alcázar Montañez, E.","Alcázar Montañez, E.",Elisa Alcázar Montañez (Consultant: IUCN Centre for Mediterranean Cooperation),17474733
47694399,47173828,Chlorophorus gratiosus,RedListFacilitators,"","Nieto, A.",Ana Nieto (IUCN),212
47694405,47173830,Chlorophorus nivipictus,RedListAssessors,"Buse, J., Verdugo, A., Bartolozzi, L., Galante, E. & Mendez, M.","Buse, J., Verdugo, A., Bartolozzi, L., Galante, E. & Mendez, M.","Antonio Verdugo (N/A)|Jörn Buse (Johannes-Gutenberg University of Mainz, Institute of Zoology, Dep. Ecology)|Eduardo Galante (CIBIO-Universidad de Alicante)|Luca Bartolozzi (Zoological Museum La Specola, Italy)|Marco Mendez (Universidad de Chile)","961,877,46770840,2302,80195859"
47694405,47173830,Chlorophorus nivipictus,RedListEvaluators,"Cálix, M. & Gerlach, J.","Cálix, M. & Gerlach, J.",Justin Gerlach (Terrestrial Invertebrates Red List Authority (TIRLA))|Marta Cálix (IUCN European Red List),"84986092,82"
47694405,47173830,Chlorophorus nivipictus,RedListContributors,"Alcázar Montañez, E.","Alcázar Montañez, E.",Elisa Alcázar Montañez (Consultant: IUCN Centre for Mediterranean Cooperation),17474733
47694405,47173830,Chlorophorus nivipictus,RedListFacilitators,"","Nieto, A.",Ana Nieto (IUCN),212
47695901,47251945,Trichoferus kotschyi,RedListAssessors,"Verdugo, A., Buse, J., Bartolozzi, L., Galante, E. & Mendez, M.","Verdugo, A., Buse, J., Bartolozzi, L., Galante, E. & Mendez, M.","Antonio Verdugo (N/A)|Jörn Buse (Johannes-Gutenberg University of Mainz, Institute of Zoology, Dep. Ecology)|Eduardo Galante (CIBIO-Universidad de Alicante)|Luca Bartolozzi (Zoological Museum La Specola, Italy)|Marco Mendez (Universidad de Chile)","877,961,46770840,2302,80195859"
47695901,47251945,Trichoferus kotschyi,RedListEvaluators,"Cálix, M. & Gerlach, J.","Cálix, M. & Gerlach, J.",Justin Gerlach (Terrestrial Invertebrates Red List Authority (TIRLA))|Marta Cálix (IUCN European Red List),"84986092,82"
47695901,47251945,Trichoferus kotschyi,RedListFacilitators,"","Nieto, A.",Ana Nieto (IUCN),212
47708524,17182027,Poecilimon ikariensis,RedListAssessors,"Willemse, L.P.M., Hochkirch, A., Heller, K.-G., Kati, V., Papapavlou, K. & Tzirkalli, E.","Willemse, L.P.M., Hochkirch, A., Heller, K.-G., Kati, V., Papapavlou, K. & Tzirkalli, E.","Axel Hochkirch (IUCN SSC Grasshopper Specialist Group / Trier University, Germany)|Luc Willemse (IUCN SSC Grasshopper Specialist Group)|Klaus-Gerhard Heller (IUCN SSC Grasshopper Specialist Group)|Elli Tzirkalli (Cyprus Butterfly Study Group & University of Ioannina)|Vassiliki Kati|Kelly Papapavlou","13985563,13179435,44830971,87583891,87583955,63957748"
47708524,17182027,Poecilimon ikariensis,RedListEvaluators,"Bushell, M., Cálix, M. & Nieto, A.","Bushell, M., Cálix, M. & Nieto, A.","Ana Nieto (IUCN)|Mark Bushell (Bristol Zoo, United Kingdom)|Marta Cálix (IUCN European Red List)","42907552,84986092,212"
47708524,17182027,Poecilimon ikariensis,RedListContributors,"Danielczak, A.","Danielczak, A.",Anja Danielczak (Trier University (Greek Orthoptera Assessor)),47462037
47708524,17182027,Poecilimon ikariensis,RedListFacilitators,"","García, M.",Mariana García (IUCN Global Species Programme),56211724
47708697,17181950,Poecilimon deplanatus,RedListAssessors,"Willemse, L.P.M., Hochkirch, A., Heller, K.-G., Kati, V., Papapavlou, K. & Tzirkalli, E.","Willemse, L.P.M., Hochkirch, A., Heller, K.-G., Kati, V., Papapavlou, K. & Tzirkalli, E.","Axel Hochkirch (IUCN SSC Grasshopper Specialist Group / Trier University, Germany)|Luc Willemse (IUCN SSC Grasshopper Specialist Group)|Klaus-Gerhard Heller (IUCN SSC Grasshopper Specialist Group)|Elli Tzirkalli (Cyprus Butterfly Study Group & University of Ioannina)|Vassiliki Kati|Kelly Papapavlou","13985563,13179435,44830971,87583891,87583955,63957748"
47708697,17181950,Poecilimon deplanatus,RedListEvaluators,"Bushell, M., Cálix, M. & Nieto, A.","Bushell, M., Cálix, M. & Nieto, A.","Ana Nieto (IUCN)|Mark Bushell (Bristol Zoo, United Kingdom)|Marta Cálix (IUCN European Red List)","42907552,84986092,212"
47708697,17181950,Poecilimon deplanatus,RedListContributors,"Danielczak, A.","Danielczak, A.",Anja Danielczak (Trier University (Greek Orthoptera Assessor)),47462037
47708697,17181950,Poecilimon deplanatus,RedListFacilitators,"","García, M.",Mariana García (IUCN Global Species Programme),56211724
47713900,15431178,Acrotylus patruelis,RedListAssessors,"Hochkirch, A.","Hochkirch, A.","Axel Hochkirch (IUCN SSC Grasshopper Specialist Group / Trier University, Germany)",13179435
47713900,15431178,Acrotylus patruelis,RedListEvaluators,"Willemse, L.P.M. & Bushell, M.","Willemse, L.P.M. & Bushell, M.","Luc Willemse (IUCN SSC Grasshopper Specialist Group)|Mark Bushell (Bristol Zoo, United Kingdom)","13985563,42907552"
47726171,17182043,Poecilimon klausgerhardi,RedListAssessors,"Willemse, L.P.M., Hochkirch, A., Heller, K.-G., Kati, V., Papapavlou, K. & Tzirkalli, E.","Willemse, L.P.M., Hochkirch, A., Heller, K.-G., Kati, V., Papapavlou, K. & Tzirkalli, E.","Axel Hochkirch (IUCN SSC Grasshopper Specialist Group / Trier University, Germany)|Luc Willemse (IUCN SSC Grasshopper Specialist Group)|Klaus-Gerhard Heller (IUCN SSC Grasshopper Specialist Group)|Elli Tzirkalli (Cyprus Butterfly Study Group & University of Ioannina)|Vassiliki Kati|Kelly Papapavlou","13985563,13179435,44830971,87583891,87583955,63957748"
47726171,17182043,Poecilimon klausgerhardi,RedListEvaluators,"Bushell, M., Cálix, M. & Nieto, A.","Bushell, M., Cálix, M. & Nieto, A.","Ana Nieto (IUCN)|Mark Bushell (Bristol Zoo, United Kingdom)|Marta Cálix (IUCN European Red List)","42907552,84986092,212"
47726171,17182043,Poecilimon klausgerhardi,RedListContributors,"Danielczak, A.","Danielczak, A.",Anja Danielczak (Trier University (Greek Orthoptera Assessor)),47462037
47726171,17182043,Poecilimon klausgerhardi,RedListFacilitators,"","García, M.",Mariana García (IUCN Global Species Programme),56211724
47995776,47981994,Sphecodes combai,RedListAssessors,"Bogusch, P. & Straka, J.","Bogusch, P. & Straka, J.",Petr Bogusch (Bee expert)|Jakub Straka (Bee expert),"21137321,21137350"
47995776,47981994,Sphecodes combai,RedListEvaluators,"Roberts, S., Kemp, J.R. & Nieto, A.","Roberts, S., Kemp, J.R. & Nieto, A.","Ana Nieto (IUCN)|Stuart Roberts (Bees, Wasps & Ants Recording Society)|James Kemp (IUCN Regional Office for Europe - European Red List)","13152896,43981689,212"
47995800,47981998,Sphecodes creticus,RedListAssessors,"Bogusch, P. & Straka, J.","Bogusch, P. & Straka, J.",Petr Bogusch (Bee expert)|Jakub Straka (Bee expert),"21137321,21137350"
47995800,47981998,Sphecodes creticus,RedListEvaluators,"Roberts, S., Nieto, A. & Kemp, J.R.","Roberts, S., Nieto, A. & Kemp, J.R.","Ana Nieto (IUCN)|Stuart Roberts (Bees, Wasps & Ants Recording Society)|James Kemp (IUCN Regional Office for Europe - European Red List)","13152896,212,43981689"
48031475,47943578,Agoliinus pittinoi,RedListAssessors,"Dellacasa, M., Anlas, S., Senyuz, Y. & Ziani, S.","Dellacasa, M., Anlas, S., Senyuz, Y. & Ziani, S.",Marco Dellacasa (Museo di Storia Naturale e del Territorio dell'Università di Pisa)|Stefano Ziani (Freelance)|Yakup Senyuz (Dumlupınar University )|Sinan Anlas (Ege University),"46372893,64012360,64012135,64012024"
48031475,47943578,Agoliinus pittinoi,RedListEvaluators,"Cabrero Sañudo, F.J. & Numa, C.","Cabrero Sañudo, F.J. & Numa, C.","Catherine Numa (IUCN-Med)|Francisco José Cabrero Sañudo (Dpto. de Zoología y Antropología Física, Universidad Complutense de Madrid)","44390939,3163"
48031475,47943578,Agoliinus pittinoi,RedListContributors,"Lobo, J.M.","Lobo, J.M.","Jorge Miguel Lobo (Departamento de Biodiversidad y Biología Evolutiva, Museo Nacional de Ciencias Naturales, Spain)",46793138
48031475,47943578,Agoliinus pittinoi,RedListFacilitators,"","Nieto, A.",Ana Nieto (IUCN),212
48031485,47943583,Agrilinus ibericus,RedListAssessors,"Verdú, J.R., Ruiz, J.L., Dellacasa, M., Sanchez Piñero, F., Cabrero Sañudo, F.J. & Arriaga, A.A.","Verdú, J.R., Ruiz, J.L., Dellacasa, M., Sanchez Piñero, F., Cabrero Sañudo, F.J. & Arriaga, A.A.","Francisco José Cabrero Sañudo (Dpto. de Zoología y Antropología Física, Universidad Complutense de Madrid)|Marco Dellacasa (Museo di Storia Naturale e del Territorio dell'Università di Pisa)|Jose Ramón Verdú (Centro Iberoamericano de Biodiversidad - Universidad de Alicante, Spain)|Alfonsina Arriaga (Université Paul Valéry)|José Luis Ruiz (Instituto de Estudios Ceuties)|Francisco Sanchez Piñero (Universidad de Granada)","46793160,63681743,46372893,63692047,44390939,51327134"
48031485,47943583,Agrilinus ibericus,RedListEvaluators,"Ziani, S., Numa, C. & Gerlach, J.","Ziani, S., Numa, C. & Gerlach, J.",Justin Gerlach (Terrestrial Invertebrates Red List Authority (TIRLA))|Catherine Numa (IUCN-Med)|Stefano Ziani (Freelance),"64012024,3163,82"
48031485,47943583,Agrilinus ibericus,RedListContributors,"Lobo, J.M.","Lobo, J.M.","Jorge Miguel Lobo (Departamento de Biodiversidad y Biología Evolutiva, Museo Nacional de Ciencias Naturales, Spain)",46793138
48031485,47943583,Agrilinus ibericus,RedListFacilitators,"","Barrios, V.",Violeta Barrios (IUCN Centre for Mediterranean Cooperation),5795
48031680,47943887,Chilothorax lineolatus,RedListAssessors,"Dellacasa, M. & Ziani, S.","Dellacasa, M. & Ziani, S.",Marco Dellacasa (Museo di Storia Naturale e del Territorio dell'Università di Pisa)|Stefano Ziani (Freelance),"46372893,64012024"
48031680,47943887,Chilothorax lineolatus,RedListEvaluators,"Numa, C. & Gerlach, J.","Numa, C. & Gerlach, J.",Justin Gerlach (Terrestrial Invertebrates Red List Authority (TIRLA))|Catherine Numa (IUCN-Med),"3163,82"
48031680,47943887,Chilothorax lineolatus,RedListContributors,"Lobo, J.M.","Lobo, J.M.","Jorge Miguel Lobo (Departamento de Biodiversidad y Biología Evolutiva, Museo Nacional de Ciencias Naturales, Spain)",46793138
48031800,47944151,Melinopterus stolzi,RedListAssessors,"Dellacasa, M., Cabrero Sañudo, F.J., Senyuz, Y. & Anlas, S.","Dellacasa, M., Cabrero Sañudo, F.J., Senyuz, Y. & Anlas, S.","Francisco José Cabrero Sañudo (Dpto. de Zoología y Antropología Física, Universidad Complutense de Madrid)|Marco Dellacasa (Museo di Storia Naturale e del Territorio dell'Università di Pisa)|Yakup Senyuz (Dumlupınar University )|Sinan Anlas (Ege University)","46372893,44390939,64012135,64012360"
48031800,47944151,Melinopterus stolzi,RedListEvaluators,"Numa, C. & Ziani, S.","Numa, C. & Ziani, S.",Catherine Numa (IUCN-Med)|Stefano Ziani (Freelance),"3163,64012024"
48031890,47944402,Nobius rhodiensis,RedListAssessors,"Ziani, S., Dellacasa, M., Cabrero Sañudo, F.J., Senyuz, Y. & Anlas, S.","Ziani, S., Dellacasa, M., Cabrero Sañudo, F.J., Senyuz, Y. & Anlas, S.","Francisco José Cabrero Sañudo (Dpto. de Zoología y Antropología Física, Universidad Complutense de Madrid)|Marco Dellacasa (Museo di Storia Naturale e del Territorio dell'Università di Pisa)|Stefano Ziani (Freelance)|Yakup Senyuz (Dumlupınar University )|Sinan Anlas (Ege University)","64012024,46372893,44390939,64012135,64012360"
48031890,47944402,Nobius rhodiensis,RedListEvaluators,"Numa, C. & Lumaret, J.P.","Numa, C. & Lumaret, J.P.","Catherine Numa (IUCN-Med)|Jean-Pierre Lumaret (Laboratoire de Zoogéographie, Université Paul Valéry Montpellier III)","3163,46792884"
48031890,47944402,Nobius rhodiensis,RedListContributors,"Lobo, J.M.","Lobo, J.M.","Jorge Miguel Lobo (Departamento de Biodiversidad y Biología Evolutiva, Museo Nacional de Ciencias Naturales, Spain)",46793138
48031965,47944617,Pseudacrossus suffertus,RedListAssessors,"Dellacasa, M., Ziani, S., Anlas, S. & Senyuz, Y.","Dellacasa, M., Ziani, S., Anlas, S. & Senyuz, Y.",Marco Dellacasa (Museo di Storia Naturale e del Territorio dell'Università di Pisa)|Stefano Ziani (Freelance)|Yakup Senyuz (Dumlupınar University )|Sinan Anlas (Ege University),"46372893,64012024,64012360,64012135"
48031965,47944617,Pseudacrossus suffertus,RedListEvaluators,"Numa, C., Cabrero Sañudo, F.J. & Gerlach, J.","Numa, C., Cabrero Sañudo, F.J. & Gerlach, J.","Justin Gerlach (Terrestrial Invertebrates Red List Authority (TIRLA))|Catherine Numa (IUCN-Med)|Francisco José Cabrero Sañudo (Dpto. de Zoología y Antropología Física, Universidad Complutense de Madrid)","3163,44390939,82"
48032052,47945259,Paracoptochirus kozanensis,RedListAssessors,"Dellacasa, M., Ziani, S., Senyuz, Y. & Anlas, S.","Dellacasa, M., Ziani, S., Senyuz, Y. & Anlas, S.",Marco Dellacasa (Museo di Storia Naturale e del Territorio dell'Università di Pisa)|Stefano Ziani (Freelance)|Yakup Senyuz (Dumlupınar University )|Sinan Anlas (Ege University),"46372893,64012024,64012135,64012360"
48032052,47945259,Paracoptochirus kozanensis,RedListEvaluators,"Lumaret, J.P. & Numa, C.","Lumaret, J.P. & Numa, C.","Catherine Numa (IUCN-Med)|Jean-Pierre Lumaret (Laboratoire de Zoogéographie, Université Paul Valéry Montpellier III)","46792884,3163"
48032052,47945259,Paracoptochirus kozanensis,RedListFacilitators,"","Nieto, A.",Ana Nieto (IUCN),212
48032057,47945314,Paracoptochirus singularis,RedListAssessors,"Dellacasa, M., Ziani, S., Anlas, S. & Senyuz, Y.","Dellacasa, M., Ziani, S., Anlas, S. & Senyuz, Y.",Marco Dellacasa (Museo di Storia Naturale e del Territorio dell'Università di Pisa)|Stefano Ziani (Freelance)|Yakup Senyuz (Dumlupınar University )|Sinan Anlas (Ege University),"46372893,64012024,64012360,64012135"
48032057,47945314,Paracoptochirus singularis,RedListEvaluators,"Lumaret, J.P. & Numa, C.","Lumaret, J.P. & Numa, C.","Catherine Numa (IUCN-Med)|Jean-Pierre Lumaret (Laboratoire de Zoogéographie, Université Paul Valéry Montpellier III)","46792884,3163"
48032057,47945314,Paracoptochirus singularis,RedListFacilitators,"","Nieto, A.",Ana Nieto (IUCN),212
48032062,47945322,Paracoptochirus vignai,RedListAssessors,"Dellacasa, M., Ziani, S., Senyuz, Y. & Anlas, S.","Dellacasa, M., Ziani, S., Senyuz, Y. & Anlas, S.",Marco Dellacasa (Museo di Storia Naturale e del Territorio dell'Università di Pisa)|Stefano Ziani (Freelance)|Yakup Senyuz (Dumlupınar University )|Sinan Anlas (Ege University),"46372893,64012024,64012135,64012360"
48032062,47945322,Paracoptochirus vignai,RedListEvaluators,"Numa, C. & Lumaret, J.P.","Numa, C. & Lumaret, J.P.","Catherine Numa (IUCN-Med)|Jean-Pierre Lumaret (Laboratoire de Zoogéographie, Université Paul Valéry Montpellier III)","3163,46792884"
48032062,47945322,Paracoptochirus vignai,RedListFacilitators,"","Nieto, A.",Ana Nieto (IUCN),212
