assessmentId,internalTaxonId,scientificName,redlistCategory,redlistCriteria,yearPublished,assessmentDate,criteriaVersion,language,rationale,habitat,threats,population,populationTrend,range,useTrade,systems,conservationActions,realm,yearLastSeen,possiblyExtinct,possiblyExtinctInTheWild,scopes
70217301,68460149,Pseudomogoplistes byzantius,Endangered,"B2ab(iii,iv,v)",2016,2015-11-26 00:00:00 UTC,3.1,English,"<p>Global and European regional assessment: Endangered (EN)<br/>EU 28 regional assessment: Vulnerable (VU)</p><p>In pan-Europe, the&#160;Eastern Beach-cricket&#160;is known from three locations and it is mainly threatened by touristic development in the coastal zones of Crimea and Thasos. Its area of occupancy (AOO) has a maximum estimate of 300 km², there is an inferred continuing decline in the extent and quality of the habitat, the number of subpopulations and of mature individuals, and its population is severely fragmented. Therefore, it is assessed as Endangered (EN). &#160;</p><p>In the EU 28, the&#160;Eastern Beach-cricket&#160;is only known from one locality (Thasos), from where it has not been reported recently. It is not known whether the species is also declining on Thasos, because this island is currently less affected by touristic development. Due to the potential threat of touristic development affecting its habitat in the future (which may rapidly drive this species to Critically Endangered under Criterion B), it is assessed as Vulnerable under Criterion D2. <br/></p>",The species occurs on shingle beaches and it has been found at altitudes between 5 - 50 m Asl.,"<p>The major threat to this species is the development of touristic infrastructure. Based on this threat, the species is only known from three locations.<br/></p>","Information on the population size and trend of this species is very limited. The species has only been found at two localities and the subpopulations appear to be very small. The distance between the known localities is very large, and subpopulations may become extinct with a reduced possibility of recolonisation. Therefore, it is assumed to have a severely fragmented distribution. It is assumed to be declining as a consequence of touristic development.",Decreasing,"The Eastern Beach-cricket is only known from the southern coast of the Crimean Peninsula and one locality on Thassos island, Greece (Gorochov 1995). Its known area of occupancy (AOO) is very small (8 km²), but it is difficult to find and therefore it is estimated to have a larger AOO with an upper estimate of 300 km². Its extent of occurrence (EOO) is <em>c.</em>&#160;20,000 km², and for the EU 28 it is between 100 and 500 km².",<p>This species is not utilised.</p>,Terrestrial,"<p>There are no conservation actions in place for this species, but it occurs in protected areas throughout its range. The species is included in the Red Data Book of Ukraine (Akimov 2009) and the Red Book of the Republic of Crimea (Ivanov and Fateryga 2015). Research on its distribution, population trend, ecology and threats is needed.<br/></p>",Palearctic,,false,false,Global & Europe
70217409,68441442,Myrmecophilus nonveilleri,Least Concern,,2016,2015-11-23 00:00:00 UTC,3.1,English,<p>Global and European regional assessment: Least Concern (LC).<br/> EU 28 regional assessment: Least Concern (LC).</p><p>The&#160;Serbian Ant-cricket is assessed as Least Concern (LC) due to its presumably wide distribution and no major threats affecting the species. <br/></p>,"The species is found in a variety of habitats, from dry stony areas to humid forests along rivers. It inhabits ant nests of a wide range of species living in the soil or within rotten wood, such as <em>Lasius </em>sp., <em>Formica</em> sp. and <em>F. gagates </em>(D. Chobanov pers. comm. 2016).",<p>No major threats to this species have been documented.<br/></p>,<p>The population size and trend of this species are unknown.</p>,Unknown,"The Serbian Ant-cricket is known from western Serbia (Ingrisch and Pavicevic 2008), Bulgaria (Chobanov 2009) and Hungary (T. Stalling pers. comm. 2016). It occurs between 50 and 1,200 m altitude. Some of the Bulgarian localities may possibly refer to <em>M. acervorum</em>. Its distribution is generally poorly understood and it is likely to occur also in some neighbouring countries (Greece, Former Yugoslav Republic of Macedonia, Romania, Slovakia). Therefore, any estimate of its extent of occurrence (EOO) and area of occupancy (AOO) would be speculative.",<p>This species is not utilised.</p>,Terrestrial,"<p>There are no conservation actions in place for this species, but it occurs in protected areas throughout its range. Research on its taxonomy, distribution, population trend, ecology and threats is required. <br/></p>",Palearctic,,false,false,Global & Europe
70217438,64547977,Asiotmethis limbatus,Vulnerable,"B2ab(ii,iii,iv)",2016,2015-11-23 00:00:00 UTC,3.1,English,"<p>Global and European regional assessment: Vulnerable (VU)<br/>EU 28 regional assessment: Vulnerable (VU)</p><p>The&#160;Bordered Stone Grasshopper&#160;has a restricted&#160;area of occupancy (AOO), as its upper estimate in Europe is 1,500 km² and in the EU 28 it is 1,000 km². Taking into account the severe fragmentation of its populations and the continuing decline in the area of occupancy (AOO), the quality of the habitat and the number of subpopulations, the species is assessed as Vulnerable (VU).</p>","The species inhabits&#160;dry inland grasslands or Pontic steppes,&#160;open bare areas dominated by grass vegetation on stony (carbonate, volcanic) substrate. In the past it was also found in coastal dunes (Buresch and Peshev 1955).&#160;The species is flightless.",The species is affected by the transformation of its habitat into agricultural land and the expansion of touristic infrastructure and wind farms (especially in Dobrudzha in Bulgaria).,Subpopulations of this species are usually very small and isolated&#160;and may become extinct with a reduced probability of recolonisation. The population is therefore considered to be severely fragmented. A continuing decline in the number of subpopulations is inferred from the decline on the quality of habitat and the area of occupancy. There is also a continuing decline in the area of occupancy (AOO).,Decreasing,"The Bordered Stone Grasshopper is known from southeastern Romania (Dobrogea), through the eastern Balkan Peninsula (east and south Bulgaria, European Turkey) to the southern Balkans (north Greece and east Former Yugoslavic Republic of Macedonia) from the lowlands up to 600 m Asl (Harz 1975). Its occurrence in extreme northwestern Anatolia needs confirmation. Its extent of occurrence (EOO) is <em>c.&#160;</em>270,000 km² and in the EU 28 it is <em>c.&#160;</em>185,000 km². Its area of occupancy (AOO) is between 300 and 1,500 km² and in the EU 28 it is between 250 and 1,000 km².",This species is not utilised.,Terrestrial,"There are no conservation actions in place for this species, although it occurs in protected areas throughout its range. Research on its population trend and threats is required.",Palearctic,,false,false,Global & Europe
70217460,68446564,Paranocaracris bulgaricus,Endangered,B2ac(iv),2016,2015-11-23 00:00:00 UTC,3.1,English,"<p>Global and European regional assessment: Endangered (EN)<br/>EU 28 regional assessment: Endangered (EN)</p><p>The area of occupancy (AOO) of the Bulgarian Stone Grasshopper is less than 500 km²&#160;<sup></sup>and its population is considered severely fragmented. While there is no information on a continuing decline in the population size, extreme fluctuations in the number of individuals occur. Therefore, the&#160;Bulgarian Stone Grasshopper is assessed as Endangered.</p>","This species inhabits rocky and stony slopes and screes with scarce grass or bush vegetation in the mountain and sub-alpine belts, usually at altitudes between 900 - 1,800 m Asl and rarely occurring lower than 800 m or higher than 2,300 m Asl. The species is flightless.","Overgrazing by cattle is a minor threat to this species, considering the scarce vegetation present in its main habitat.","The population trend of this species is unknown. Subpopulations of this species are usually very small and isolated,&#160;and may go extinct with a reduced probability of recolonisation. The&#160;population is therefore considered severely fragmented. However, some former records (Peshev 1965) and collection material (D. Chobanov pers. comm. 2015) show its occasional occurrence at very high abundances. This species shows repeated fluctuations in population size, with the number of mature individuals fluctuating at least tenfold. It is therefore considered to exhibit extreme fluctuations in the number of mature individuals.",Unknown,"The Bulgarian Stone Grasshopper occurs in a few mountain ranges of southwestern Bulgaria, northwestern Greece and in the Mount Olympus (Willemse 1984), and is known from a single locality in Albania, very close to the Greek border (G. Puskas pers. comm. 2015). Buresch and Peshev (1955) reported this species from European Turkey, but this record is most likely a misidentification and it is not considered here. Its extent of occurrence is <em>c.&#160;</em>62,000 km² (in the EU 28 it is <em>c.</em> 60,000 km²), and its area of occupancy (AOO) in Europe is only 100-200 km², with a approximately the same value in the EU 28.",This species is not utilised.,Terrestrial,"There are no specific conservation actions in place for this species, but it occurs in protected areas in Bulgaria and Greece. Research on its population trend is needed.",Palearctic,,false,false,Global & Europe
70217509,64549495,Barbitistes ocskayi,Least Concern,,2016,2015-11-23 00:00:00 UTC,3.1,English,"<p>Global and European regional assessment: Least Concern (LC)<br/>EU 28 regional assessment: Least Concern (LC)</p><p>The extent of occurrence (EOO) of the&#160;Black Saw Bush-cricket&#160;is <em>c.</em>&#160;300,000 km² in pan-Europe&#160;and <em>c.&#160;</em>286,000 km² in the EU 28<sup></sup>. The species is assessed as Least Concern (LC) in view of its overall large population, its wide distribution and the fact that no major threats have been documented.</p>","This species lives mostly in bushes and on tall herbaceous vegetation, and it is also present in sparse deciduous forests from the lowlands to the mountain foothills between 100 and 1,300 m Asl.&#160;The species is flightless.",No significant threats have been reported for this species.,"It is a quite common species that shows repeated fluctuations in population size, with the number of mature individuals fluctuating at least tenfold. It is therefore considered to exhibit extreme fluctuations in the number of mature individuals. It has an overall large population, but its population trend is unknown.",Unknown,"The Black Saw Bush-cricket is widely distributed in the central and western Balkans, reaching the south-eastern Carpathians. It is recorded from northwestern Bulgaria, southwestern Romania, central Serbia, Former Yugoslav Republic of Macedonia, Albania, northwestern Greece, Montenegro, southern Bosnia and Herzegovina, northwestern Croatia, western Slovenia and northeastern Italy (Harz 1969, Chobanov 2009, Massa <em>et al. </em>2012, Stumpner <em>et al.</em> 2015), and it probably occurs also in Kosovo. Its extent of occurrence (EOO) in pan-Europe is&#160;<em>c.</em>&#160;300,000 km²&#160;and in the EU 28&#160;it is&#160;<em>c.&#160;</em>286,000 km²<sup></sup>.",<p>This species is not utilised.</p>,Terrestrial,"There are no specific conservation actions in place for this species, although it occurs in protected areas throughout its range. Research on its population trend is needed.",Palearctic,,false,false,Global & Europe
70217527,64865908,Isophya andreevae,Least Concern,,2016,2015-11-23 00:00:00 UTC,3.1,English,"<p>Global and European regional assessment: Least Concern (LC)<br/>EU 28 regional assessment: Least Concern (LC)</p>Andreeva's Plump Bush-cricket&#160;(<em>Isophya andreevae</em>) is endemic to a small area in Bulgaria, Former Yugoslav Republic of Macedonia and northern Greece, where it is common and it has dense subpopulations. It has an estimated extent of occurrence (EOO) of <em>c.</em>&#160;9,000 km²<span class=""apple-converted-space"">. No major threats have been reported and the population is assumed to be stable. It is therefore assessed as Least Concern (LC).","The species inhabits natural and secondary scrub and meadows, from dry Mediterranean <em>Paliurus&#160;</em>communities to ruderal forest meadows. The variety of habitat types leads to significant differences in the phenology between subpopulations. In the sub-Mediterranean climate, the hatching of the eggs may occur in March, with the adults already disappearing in June, while in the mountains adults may occur between June and August.&#160;The species is flightless.","No major threats to this species have been reported. Minor threats may include the direct destruction or significant modification of its habitat, especially in the lowlands, due to infrastructure development and agricultural land expansion.","The subpopulations are possibly isolated by natural barriers and show significant differences in phenology and abundance depending on the habitats they inhabit. However, the subpopulations are generally large. The population trend is not known, but it is assumed to be stable.",Stable,"The species is endemic to a restricted area along the middle course of the river Strouma and the neighbouring mountain slopes between 300 and 1,800 m Asl in Rila, Maleshevska Planina, Belassitsa (southwestern Bulgaria and westernmost Former Yugoslav Republic of Macedonia), and possibly in the Paikon Mountains in Greece (Chobanov <em>et al</em>. 2013, Lemonnier-Darcemont and C. Darcemont pers. comm. 2015). Its extent of occurrence (EOO) is around 9,000&#160;km².",This species is not utilised.,Terrestrial,"<p>There are no specific conservation measures in place for this species, although it is found in protected areas throughout its range. Research on its population trend and threats is required. <br/></p>",Palearctic,,false,false,Global & Europe
70268895,64866649,Isophya hospodar,Endangered,"B2ab(ii,iii)c(iv)",2016,2015-11-23 00:00:00 UTC,3.1,English,"<p>Global and European regional assessment: Endangered (EN)<br/><span style="""">EU 28 regional assessment: Endangered (EN)</span></p>The&#160;Master Plump Bush-cricket has a small&#160;area of occupancy (AOO) between 92 to 500 km²&#160;and its population is severely fragmented. A continuing decline in the AOO and its habitat extent and quality is assumed as a result of the current threats. In addition, it experiences extreme fluctuations in the number of mature individuals. It is therefore assessed as Endangered (EN).","This species occurs in hilly limestone terrains (from sea level  up to 700–800 m Asl). It is present in semi-dry meadows that become dry in the early  summer, including very low grass associations on  pastures (Chobanov <em>et al.</em> 2013). The species appears very early in the year: the nymphs from late February and March and adults from April to May (rarely to June).","<p><span lang=""EN-GB"">Destruction and change of the natural steppe-like vegetation in Dobrogea (Romania), the Thrace lowland and Sofia Plain (Bulgaria) has probably reduced the population of this species in the past. Part of the population has probably remained unaffected, especially in infertile stony areas, which have remained intact. Present threats are the development of touristic&#160;infrastructure, ploughing, stone quarrying and wind farms.&#160;Other possible threats are overgrazing with cattle and use of pesticides.</p>","<p><span lang=""EN-GB"">Subpopulations consist of strongly isolated groups of individuals occurring either sparsely or accumulated in large numbers. Some subpopulations were sampled in high densities in certain years, while successive studies did not record the species. Therefore, this&#160;species shows repeated fluctuations in population size, with the number of mature individuals fluctuating at least tenfold. It is therefore considered to exhibit extreme fluctuations in the number of mature individuals.</p><p><span lang=""EN-GB"">On the other hand, the species may be under-recorded because of its habitat specificity, its occurrence early in the season and the short period in which it can be found. The population is decreasing because of habitat loss as a result of agricultural activities, the building of touristic infrastructure development and the development of wind farms. As most subpopulations are very small with little possibility of genetic exchange between them and may become extinct with little possibility of recolonisation, the population is considered severely fragmented.</span></p>",Decreasing,"The&#160;Master Plump Bush-cricket is endemic to the eastern Balkan Peninsula, with a fragmentary distribution in southeastern Romania (Dobrogea), southeastern and central Bulgaria (westwards reaching the Sofia Kettle) and European Turkey. It is very local in northeastern Greece. Its extent of occurrence (EOO) is <em>c.</em> 96,000 km²<sup></sup> and its known area of occupancy (AOO) is 92 km², with an upper estimate of less than 500<sup></sup>&#160;km².<p><span lang=""EN-US""></p>",This species is not utilised.,Terrestrial,"There are no specific conservation actions in place for this species. Significant part of its subpopulations in Bulgaria and Romania are present in Natura 2000 sites and protected areas. Research and monitoring on its population trend is required. Furthermore, better protection of its remaining habitats is needed.",Palearctic,,false,false,Global & Europe
70269862,64869136,Isophya rhodopensis,Least Concern,,2016,2015-11-23 00:00:00 UTC,3.1,English,"<p>The&#160;Rhodope Plump Bush-cricket&#160;is a common species with dense subpopulations. The extent of occurrence (EOO) is <em>c.</em> 40,000 km² and the area of occupancy (AOO) probably exceeds the thresholds to qualify for a threatened category. In addition, no major threats to this species are known. It is therefore assessed as Least Concern (LC).</p>","<p><span lang=""EN-GB"">The species occurs in open grassland, which can be partly overgrown with bushes in the lowlands (where it occurs in forest meadows and scrub) and in the mountains (where it occurs in mountain meadows and pastures). Depending on the altitude and habitat, nymphs occur from March to June/July and adults from May/June to July/September.</p>",No major threats to this species have been reported.,"<p><span lang=""EN-GB"">Mountain subpopulations of this species may be very dense and cover vast open areas. In the lowlands the species is more restricted and its subpopulations are more fragmented. The population trend is unknown. <br/></p>",Unknown,"The Rhodope Plump Bush-cricket occurs in the mountains of the Rilo-Rhodopean massif in the central part of southern Bulgaria and northern Greece, including southern Rila, Pirin, Alibotoush (Slavyanka), Stargach Mountains, western and eastern Rhodopes, Sakar and parts of Sredna Gora Mountains (Bulgaria), Vrontous, and Pangaion Mountains (Greece) between 50 and 2,190 m Asl. Three subspecies are recognized (<em>I. rhodopensis rhodopensis, I. r. leonorae, I. r. petkovi</em>), which are frequently connected by transition zones and&#160;hybridisation&#160;is&#160;suspected in zones of secondary contact (Chobanov <em>et al.</em> 2013). The extent of occurrence (EOO) is <em>c.</em>&#160;40,000 km².<p><span lang=""EN-US""></p>",This species is not utilised.,Terrestrial,"<p><span lang=""EN-GB"">There are no specific conservation actions in place for this species, but significant parts of its range are covered by Natura 2000 sites or other protected areas. Research on its threats and population trend is required. <br/></p>",Palearctic,,false,false,Global & Europe
70270600,45466571,Poecilimon gracilis,Least Concern,,2016,2015-11-25 00:00:00 UTC,3.1,English,"<p>Global and European regional assessment: Least Concern (LC)<br/>EU 28 regional assessment: Least Concern (LC)<br/></p><p>The&#160;Slender Bright Bush-cricket&#160;(<span style=""font-style: italic;"">Poecilimon gracilis</span>) has a relatively large distribution and occurs over a wide range of altitudes with moderate fragmentation of its population. Its extent of occurrence (EOO) is<em> c.</em> 210,000 km² and there is no indication of extreme fluctuations or a continuing decline. Thus, the species is assessed as Least Concern (LC).</p>","The species is found in shrubland vegetation and it occurs in mesic sub-alpine meadows, albeit rarely. It can also be found in forests and forest edges. Its altitudinal range is from sea level up to 2,200 m Asl.",Deforestation can pose a threat to this species.,<p>The number of individuals in the subpopulations is usually low. The population trend is unknown.</p>,Unknown,"The Slender Bright Bush-cricket occurs along the east coast of the Adriatic Sea from southern Austria to northern Greece (Chobanov and Heller 2010). Its extent of occurrence (EOO) is <em>c.&#160;</em>210,000 km² and in the EU 28 it is <em>c.&#160;</em>190,000 km².",This species is not utilised.,Terrestrial,<p>There are no specific conservation actions in place for this species. It occurs in protected areas throughout its range. Research on its population trend and threats is required. <br/></p>,Palearctic,,false,false,"Global, Europe & Mediterranean"
70271510,68485460,Troglophilus brevicauda,Least Concern,,2016,2015-11-26 00:00:00 UTC,3.1,English,"<p>Global and European regional assessment: Least Concern (LC)<br/><span style="""">EU 28 regional assessment:&#160;</span><span style=""background-color: rgb(255, 255, 255);"">Least Concern (LC)</span></p>The Short-tailed Cave-cricket has a wide distribution, with an extent of occurrence (EOO) of&#160;<em>c.&#160;</em>92,000 km² in pan-Europe and <em>c.&#160;</em>20,000 km² in the EU 28. Even though it may be locally threatened by mining and deforestation, overall its subpopulations are large. It is therefore assessed as Least Concern (LC).","The species is usually found on mesophytic ground in limestone areas, typically in the montane zone within beech, pine and spruce belts. It rarely occurs on metamorphic rock substrate (as in Belassitsa Mountain, Bulgaria), where it lives in leaf litter. It usually hides in subterranean habitats (i.e. caves, soil crevices, leaf litter, tree hollows) and is active at night, feeding on a variety of litter, dead insects, etc. It occurs at altitudes between 200-1,700 m Asl.",Threats to this species include limestone quarrying and deforestation.,"The population trend is unknown. However, subpopulations may be very large in appropriate habitats, such as Belassitsa Mountain in Bulgaria.",Unknown,"The species is widely distributed in montane and sub-montane areas in limestone regions in the Balkans. Its range is divided in two isolated areas: one covering western Serbia, eastern Bosnia and Herzegovina, and northern Montenegro; and another area in southern Bulgaria and in a small area in the neighbouring southeastern Former Yugoslav Republic of Macedonia (FYRO Macedonia) (Karaman <em>et al. </em>2011). The species is also likely to occur in northeastern Greece. Its extent of occurrence (EOO) is <em>c.&#160;</em>92,000 km² in pan-Europe and <em>c.&#160;</em>20,000 km² in the EU 28.",This species is not utilised.,Terrestrial,<p>The species is strictly protected in Serbia and it occurs in a variety of protected areas throughout its range. Research on its population trend and threats is needed. <br/></p>,Palearctic,,false,false,Global & Europe
70271554,68485587,Troglophilus zorae,Least Concern,,2016,2015-11-25 00:00:00 UTC,3.1,English,"<p>Global and European regional assessment: Least Concern (LC)<br/>EU 28 regional assessment: Data Deficient (DD)</p><p>Zora's Cave-cricket has a wide distribution in southeastern Europe and no major threats to this species are known. It is therefore assessed as Least Concern (LC). <br/></p><p>The occurrence of the species in Greece is uncertain, but it has been suggested as possible by Karaman <em>et al. </em>(2011). Due to the poor knowledge on the species distribution in EU 28, it is listed as Data Deficient (DD).</p>","The species is usually found in caves in karstic areas, but a wider occurrence in subterranean habitats (soil crevices, mesophyte forests) is suspected (Karaman <em>et al.</em> 2011, D. Chobanov pers. comm. 2015). The species is active at night. Nymphs and adults occur throughout the year, but they hibernate in the winter.",<p>The threats to this species include the use of caves as a shelter for sheep in Albania.</p>,The population trend is unknown. Large subpopulations were observed in some caves.,Unknown,"The species occurs in western Former Yugoslav Republic of Macedonia (FYRO Macedonia), southern Albania and possibly in northern Greece. It is found between 200 and 1,050 m Asl. Its&#160;extent of occurrence (EOO) in pan-Europe is <em>c.&#160;</em>40,000 km². Occurrence in EU 28 (Greece) is still uncertain.",This species is not utilised.,Terrestrial,"There are no conservation actions in place for this species, and it is not known if it occurs in protected areas. Research on its distribution, population trend and threats is needed.",Palearctic,,false,false,Global & Europe
70271678,68280851,Conocephalus ebneri,Endangered,"B2ab(i,ii,iii,iv,v)",2016,2015-11-25 00:00:00 UTC,3.1,English,"<p>Global and European regional assessment: Endangered (EN)<br/> EU 28 regional assessment: Endangered (EN)</p><p>Ebner's Cone-head is known from a single locality in the northern Adriatic coast of Albania and from three isolated localities in Greece. This species is listed as Endangered since it has a small area of occupancy (AOO) of 16 km², the population is severely fragmented and there is a continuing decline in the extent of occurrence (EOO), AOO, quality of the habitat, number of subpopulations and number of mature individuals. The subpopulations are considered very small. The main threats to this species include changes in water management (water abstraction, correction of water body banks) and transformation of its habitat into agricultural land. Research on its taxonomy, distribution and population trend is needed. Remaining habitats need to be protected and degraded habitats should be restored.</p>",This species occurs in <em></em>hygrophyte tall plant associations near water bodies such as large river basins and lakes. It is found at altitudes between 0-470 m Asl.,"The main threats to this species include changes in water management (water abstraction, correction of water body banks, etc.) and transformation of its habitat into agricultural land.","<p>The population is in decline due to the transformation of its habitat. The species' habitat in Albania and Greece has been widely destroyed and the species has not been recorded&#160;at Lake Paramythia in Epiros since 2003. In Greece, a&#160;conservation project aimed at&#160;<em>Chorthippus lacustris</em>&#160;established numerous transects (more than 200) in areas from where&#160;<em>C. lacustris</em>&#160;has been reported including Pamvotida and Paramythia.&#160;<em>Conocephalus ebneri,</em>&#160;which is an easy to recognise species, was not recorded during the fieldwork season in 2016 (L. Willemse pers. comm. 2016). The population is considered to be severely fragmented since subpopulations are small and isolated, and may go extinct with a reduced probability of recolonisation.</p>",Decreasing,"Ebner's Cone-head is known from a single locality in the northern Adriatic coast of Albania and from three isolated localities in Greece (Harz 1969, Willemse 1984, L. Willemse unpublished data). In Greece, it is found in&#160;the lowlands around Lakes Pamvotida and Paramythia and in the&#160;Evros district&#160;in northeast Greece. Its extent of occurrence (EOO) is <em>ca&#160;</em>84,000 km² in Europe and&#160;<em>ca&#160;</em>18,000 km² in&#160;the EU 28. The known area of occupancy (AOO) is 16 km² in Europe and&#160;12 km² in&#160;the EU 28.",<p>This species is not utilised.</p>,Terrestrial,"There are no conservation actions in place for this species, and it does not occur in any protected areas throughout its range.&#160;Research on its taxonomy, distribution and population trend is needed. Remaining habitats need to be protected and degraded habitats should be restored.",Palearctic,,false,false,"Global, Europe & Mediterranean"
70271781,68440028,Montana macedonica,Vulnerable,B2ab(iii),2016,2015-11-24 00:00:00 UTC,3.1,English,"<p>Global and European regional assessment: Vulnerable (VU)<br/>EU 28 regional assessment: Vulnerable (VU)</p><p>The&#160;Macedonian Steppe Bush-cricket has small area of occupancy (AOO) of &#160;less than 2000 km² in Europe and of <span style="""">500-1000 km</span>² in the EU 28. There is a decline in the area, extent and quality of its habitat and its population is considered to be severely fragmented. It is therefore assessed as Vulnerable (VU).</p>","<em>M. macedonica </em>lives in very dry, stony grasslands with sparse grass between 100 and 1,680 m Asl. The bush-crickets live on the ground and avoid the shade of bushes and trees.","<p>The threats to this species include habitat change as a result of overgrazing (especially through over-fertilising), transforming the land into vineyards (in southwest Bulgaria and Macedonia), planting trees, the use of insecticides, urbanisation, and road construction (in southwest Bulgaria and Serbia).</p>",Subpopulations are small and the population is considered to be severely fragmented&#160;as it consists of isolated subpopulations with little genetic exchange that may go extinct with a reduced probability of recolonisation. The habitat of this species is declining and the population trend is also decreasing.,Decreasing,"The Macedonian Steppe Bush-cricket is distributed in southwestern Bulgaria, most of the territory of the Former Yugoslav Republic of Macedonia (FYRO Macedonia), the central part of northern Greece, and southeastern Serbia (Harz 1969, Willemse 1984, Chobanov 2009, Pavicevic <em>et al.</em> 2014). Considering the available information on its distribution, the species possibly occurs in Kosovo as well. Its extent of occurrence is <em>c.</em>&#160;42,000 km² in Europe and <em>c.&#160;</em>30,000 km²&#160;in the EU 28. The area of occupancy (AOO) is smaller than 2,000 km² in Europe and&#160;between 500 and 1000 km² in the&#160;EU 28.",<p>This species is not utilised.</p>,Terrestrial,"<p>There are no conservation actions in place for this species, although it occurs in protected areas throughout its range. Research on its population trend and threats is required. <br/></p>",Palearctic,,false,false,Global & Europe
70271950,68451938,Pholidoptera rhodopensis,Least Concern,,2016,2015-11-25 00:00:00 UTC,3.1,English,"<p>Global and European regional assessment: Least Concern (LC)<br/><span style="""">EU 28 regional assessment: Least Concern</span> (LC)</p><p>The&#160;Rhodope Dark Bush-cricket&#160;is listed as Least Concern (LC) due to its large extent of occurrence (EOO), low degree of fragmentation and the lack of indications for a continuing decline.</p>","The species inhabits a wide variety of mesic scrub-grass associations, forest clearings and edges and tolerates moderate ruderalization. Its subpopulations are found between 850 and 2,200 m Asl, occasionally up to 2,600 m Asl (in the Pirin Mountians).",The species avoids open habitats and thus deforestation and overgrazing may be harmful for its subpopulations.,The population trend of this species is unknown. Its subpopulations are dense and well connected.,Unknown,"The Rhodope Dark Bush-cricket occurs in the mountains of southwestern Bulgaria (except in Belassitsa Mountain, where it is replaced by <em>P. macedonica</em>) and the neighbouring mountain ranges of the Former Yugoslav Republic of Macedonia (FYRO Macedonia) and Greece (Chobanov <em>et al.</em> 2011). Its&#160;extent of occurrence (EOO)&#160;is <em>c.&#160;</em>21,000 km².",<p>This species is not utilised.</p>,Terrestrial,"<p>There are no conservation actions in place for this species, but it occurs in protected areas in Bulgaria. Research on its population trend is required. <br/></p>",Palearctic,,false,false,Global & Europe
70272066,68469288,Tessellana carinata,Least Concern,,2016,2015-11-25 00:00:00 UTC,3.1,English,"<p>Global and European regional assessment: Least Concern (LC)<br/>EU 28 regional assessment: Least Concern (LC)</p><p>The&#160;Keeled Slender Bush-cricket&#160;is listed as Least Concern (LC) due to its large extent of occurrence (EOO), low fragmentation and lack of detected declines.</p>","The habitat of <em>T. carinata</em>&#160;consists of open, stony, very dry grassland, where the bush-crickets lives in the surroundings of and within Mediterranean scrub between 50 and 800 m Asl.",<p>The main threat to the species is the conversion of its habitat into agricultural land.<br/></p>,<p>The population trend of this species is unknown. Its subpopulations may be large.</p>,Unknown,"The Keeled Slender Bush-cricket is distributed in the southern and eastern part of the Balkan Peninsula in central and northeastern Greece, central and eastern Former Yugoslav Republic of Macedonia (FYRO Macedonia), southern Serbia, southern Bulgaria and in an isolated area in North Dobrogea in southeastern Romania (Harz 1969, Kis and Vasiliu 1970, Willemse 1984, Chobanov 2009, all as&#160;<em>Platycleis (Tessellana) nigrosignata</em>, S. Ivkovic unpublished data). Occurrence in the northern part of European Turkey is also expected.<span lang=""EN-US""> Its extent of occurrence (EOO) is <em>c.&#160;</em>330,000 km² in Europe and <em>c.</em>&#160;270,000 km² in the EU 28.",<p>This species is not utilised.</p>,Terrestrial,<p>There are no conservation actions in place for this species but it occurs in protected areas throughout its range. Research on its population trend and threats is needed. <br/></p>,Palearctic,,false,false,Global & Europe
