assessmentId,internalTaxonId,scientificName,code,name,note
1322224,171165,Graecophaedusa sperrlei,1.1,Site/area protection,""
1322338,171171,Oxychilus majori,1.1,Site/area protection,""
1322352,171172,Zonites messenicus,1.1,Site/area protection,""
1322408,171176,Vitrea schneideri,1.1,Site/area protection,""
1322604,171191,Oxychilus courquini,5.1.2,National level,""
1322604,171191,Oxychilus courquini,5.4.3,Sub-national level,""
1322956,171214,Macedonica zilchi,2.1,Site/area management,""
1322956,171214,Macedonica zilchi,5.1.2,National level,""
1322956,171214,Macedonica zilchi,5.1.1,International level,""
1322956,171214,Macedonica zilchi,4.3,Awareness & communications,""
1322956,171214,Macedonica zilchi,4.2,Training,""
1322956,171214,Macedonica zilchi,4.1,Formal education,""
1322956,171214,Macedonica zilchi,1.1,Site/area protection,""
1322984,171216,Macedonica guicciardii,2.1,Site/area management,""
1323012,171218,Arion baeticus,2.1,Site/area management,""
1323012,171218,Arion baeticus,4.3,Awareness & communications,""
1323012,171218,Arion baeticus,2.2,Invasive/problematic species control,""
1323082,171223,Carinigera calabacensis,1.2,Resource & habitat protection,""
1323082,171223,Carinigera calabacensis,5.1.4,Scale unspecified,""
1323082,171223,Carinigera calabacensis,1.1,Site/area protection,""
1323264,171237,Macedonica brabeneci,5.1.2,National level,""
1323264,171237,Macedonica brabeneci,1.1,Site/area protection,""
1323264,171237,Macedonica brabeneci,5.1.1,International level,""
1323320,171242,Mediterranea pieperi,5.1.2,National level,""
1323320,171242,Mediterranea pieperi,4.3,Awareness & communications,""
1323320,171242,Mediterranea pieperi,4.2,Training,""
1323320,171242,Mediterranea pieperi,1.1,Site/area protection,""
1323432,171250,Albinaria petrosa,1.2,Resource & habitat protection,""
1323432,171250,Albinaria petrosa,5.1.2,National level,""
1323432,171250,Albinaria petrosa,1.1,Site/area protection,""
1323670,171267,Balea kaeufeli,5.1.2,National level,""
1323782,171275,Macedonica ypsilon,1.2,Resource & habitat protection,""
1323796,171276,Oxychilus denatale,1.1,Site/area protection,""
1323852,171280,Zonites kobelti,1.1,Site/area protection,""
1323922,171285,Oxychilus absoloni,1.1,Site/area protection,""
1324118,171299,Carinigera leucorhaphe,1.2,Resource & habitat protection,""
1324118,171299,Carinigera leucorhaphe,5.1.4,Scale unspecified,""
1324118,171299,Carinigera leucorhaphe,1.1,Site/area protection,""
1324582,171329,Oxychilus lagrecai,1.1,Site/area protection,""
1324596,171330,Klemmia magnicosta,1.1,Site/area protection,""
1324652,171334,Janulus stephanophorus,1.1,Site/area protection,""
1324764,171342,Limax gerhardti,1.1,Site/area protection,""
1324764,171342,Limax gerhardti,1.2,Resource & habitat protection,""
1324764,171342,Limax gerhardti,5.1.4,Scale unspecified,""
1324764,171342,Limax gerhardti,2.1,Site/area management,""
1324892,171349,Milax parvulus,5.1.2,National level,""
1324962,171354,Albinaria thiesseae,1.2,Resource & habitat protection,""
1324962,171354,Albinaria thiesseae,5.1.2,National level,""
1324962,171354,Albinaria thiesseae,1.1,Site/area protection,""
1324990,171356,Oxychilus lentiformis,5.1.3,Sub-national level,""
1325116,171365,Gyralina tsatsae,1.2,Resource & habitat protection,""
1325116,171365,Gyralina tsatsae,1.1,Site/area protection,""
1325214,171372,Hypnophila girottii,1.2,Resource & habitat protection,""
1325214,171372,Hypnophila girottii,5.1.3,Sub-national level,""
1325214,171372,Hypnophila girottii,1.1,Site/area protection,""
1325228,171373,Doraegopis subaii,5.4.4,Scale unspecified,""
1325228,171373,Doraegopis subaii,1.2,Resource & habitat protection,""
1325228,171373,Doraegopis subaii,1.1,Site/area protection,""
1325298,171378,Isabellaria parnassia,1.1,Site/area protection,""
1325340,171381,Euxinella radikae,5.1.3,Sub-national level,""
1325340,171381,Euxinella radikae,5.1.2,National level,""
1325466,171391,Macedonica hartmuti,5.1.3,Sub-national level,""
1325466,171391,Macedonica hartmuti,5.1.2,National level,""
1325466,171391,Macedonica hartmuti,1.1,Site/area protection,""
1325494,171393,Bulgarica hiltrudae,5.1.2,National level,""
1325598,171398,Lampedusa lopadusae,1.2,Resource & habitat protection,""
1325598,171398,Lampedusa lopadusae,1.1,Site/area protection,""
1325640,171401,Vitrea spelaea,2.3,Habitat & natural process restoration,""
1325640,171401,Vitrea spelaea,1.2,Resource & habitat protection,""
1325640,171401,Vitrea spelaea,1.1,Site/area protection,""
1325668,171403,Oxychilus nortoni,1.1,Site/area protection,""
1325682,171404,Hypnophila emiliana,2.1,Site/area management,""
1325682,171404,Hypnophila emiliana,1.2,Resource & habitat protection,""
1325682,171404,Hypnophila emiliana,5.1.4,Scale unspecified,""
1325682,171404,Hypnophila emiliana,4.3,Awareness & communications,""
1325682,171404,Hypnophila emiliana,1.1,Site/area protection,""
1325710,171406,Oxychilus rateranus,5.4.3,Sub-national level,""
1325710,171406,Oxychilus rateranus,5.1.2,National level,""
1325724,171408,Charpentieria eminens,1.2,Resource & habitat protection,""
1325724,171408,Charpentieria eminens,5.1.4,Scale unspecified,""
1325724,171408,Charpentieria eminens,1.1,Site/area protection,""
1325724,171408,Charpentieria eminens,3.1.2,Trade management,""
1325738,171409,Cecilioides clessini,5.1.2,National level,""
1325738,171409,Cecilioides clessini,4.1,Formal education,""
1325738,171409,Cecilioides clessini,1.1,Site/area protection,""
1325738,171409,Cecilioides clessini,3.1.1,Harvest management,""
1325978,171424,Mediterranea montivaga,1.1,Site/area protection,""
1326034,171428,Troglovitrea argintarui,1.1,Site/area protection,""
1326216,171441,Zonites euboeicus,1.1,Site/area protection,""
1326272,171445,Oxychilus pityusanus,5.4.3,Sub-national level,""
1326272,171445,Oxychilus pityusanus,1.2,Resource & habitat protection,""
1326272,171445,Oxychilus pityusanus,5.1.2,National level,""
1326272,171445,Oxychilus pityusanus,1.1,Site/area protection,""
1326286,171446,Charpentieria leucophryna,2.1,Site/area management,""
1326286,171446,Charpentieria leucophryna,1.2,Resource & habitat protection,""
1326286,171446,Charpentieria leucophryna,5.1.4,Scale unspecified,""
1326286,171446,Charpentieria leucophryna,4.3,Awareness & communications,""
1326286,171446,Charpentieria leucophryna,1.1,Site/area protection,""
1326314,171448,Macedonica thasia,2.1,Site/area management,""
1326482,171461,Gyralina hausdorfi,5.4.4,Scale unspecified,""
1326482,171461,Gyralina hausdorfi,1.2,Resource & habitat protection,""
1326482,171461,Gyralina hausdorfi,1.1,Site/area protection,""
1326765,171469,Hypnophila bisacchii,1.2,Resource & habitat protection,""
1326765,171469,Hypnophila bisacchii,5.1.3,Sub-national level,""
1326765,171469,Hypnophila bisacchii,1.1,Site/area protection,""
1327087,171492,Lindbergia spiliaenymphis,2.1,Site/area management,""
1327087,171492,Lindbergia spiliaenymphis,1.2,Resource & habitat protection,""
1327087,171492,Lindbergia spiliaenymphis,1.1,Site/area protection,""
1327205,171498,Macedonica pinteri,5.1.2,National level,""
1327205,171498,Macedonica pinteri,1.1,Site/area protection,""
1327205,171498,Macedonica pinteri,5.4.1,International level,""
1327233,171500,Schistophallus carotii,1.2,Resource & habitat protection,""
1327233,171500,Schistophallus carotii,5.1.4,Scale unspecified,""
1327233,171500,Schistophallus carotii,1.1,Site/area protection,""
1327319,171504,Albinaria evelynae,1.1,Site/area protection,""
1327389,171510,Vitrea meijeri,2.1,Site/area management,""
1327389,171510,Vitrea meijeri,5.1.3,Sub-national level,""
1327389,171510,Vitrea meijeri,5.1.2,National level,""
1327389,171510,Vitrea meijeri,1.1,Site/area protection,""
1327447,171512,Balcanodiscus cerberus,1.2,Resource & habitat protection,""
1327447,171512,Balcanodiscus cerberus,1.1,Site/area protection,""
1327489,171515,Gyralina mljetica,5.4.4,Scale unspecified,""
1327489,171515,Gyralina mljetica,1.2,Resource & habitat protection,""
1327489,171515,Gyralina mljetica,1.1,Site/area protection,""
1327602,171521,Balcanodiscus difficilis,1.1,Site/area protection,""
1327644,171525,Albinaria compressa,1.1,Site/area protection,""
1327966,171548,Oxychilus pilula,2.1,Site/area management,""
1327966,171548,Oxychilus pilula,1.1,Site/area protection,""
1327966,171548,Oxychilus pilula,4.3,Awareness & communications,""
1327966,171548,Oxychilus pilula,1.2,Resource & habitat protection,""
1328078,171556,Agathylla regularis,1.2,Resource & habitat protection,""
1328078,171556,Agathylla regularis,1.1,Site/area protection,""
1328176,171563,Albinaria pelocarinata,5.4.2,National level,""
1328176,171563,Albinaria pelocarinata,1.2,Resource & habitat protection,""
1328176,171563,Albinaria pelocarinata,1.1,Site/area protection,""
1328218,171566,Vitrea gasulli,5.4.3,Sub-national level,""
1328218,171566,Vitrea gasulli,1.2,Resource & habitat protection,""
1328218,171566,Vitrea gasulli,5.1.2,National level,""
1328302,171572,Macedonica pindica,2.1,Site/area management,""
1328358,171576,Lehmannia vrancensis,1.1,Site/area protection,""
1328428,171581,Mentissella rebeli,1.1,Site/area protection,""
1328428,171581,Mentissella rebeli,5.1.2,National level,""
1328637,171594,Oxychilus atlanticus,1.1,Site/area protection,""
1328651,171595,Charpentieria ferrox,2.3,Habitat & natural process restoration,""
1328651,171595,Charpentieria ferrox,1.2,Resource & habitat protection,""
1328651,171595,Charpentieria ferrox,4.3,Awareness & communications,""
1328651,171595,Charpentieria ferrox,1.1,Site/area protection,""
1328651,171595,Charpentieria ferrox,5.1.4,Scale unspecified,""
1328805,171606,Gyralina gyralinaeformis,1.1,Site/area protection,""
1329001,171621,Xerotricha garachicoensis,1.1,Site/area protection,""
1329183,171634,Spinophallus uminskii,2.1,Site/area management,""
1329183,171634,Spinophallus uminskii,5.1.2,National level,""
1329183,171634,Spinophallus uminskii,1.1,Site/area protection,""
1329225,171637,Gigantomilax majoricensis,5.4.2,National level,""
1329225,171637,Gigantomilax majoricensis,5.1.3,Sub-national level,""
1329225,171637,Gigantomilax majoricensis,4.1,Formal education,""
1329225,171637,Gigantomilax majoricensis,1.1,Site/area protection,""
1329309,171643,Albinaria idyllica,1.2,Resource & habitat protection,""
1329309,171643,Albinaria idyllica,1.1,Site/area protection,""
1329323,171644,Oxychilus scoliura,1.1,Site/area protection,""
1329337,171645,Doraegopis parnonicus,5.4.4,Scale unspecified,""
1329337,171645,Doraegopis parnonicus,1.2,Resource & habitat protection,""
1329337,171645,Doraegopis parnonicus,1.1,Site/area protection,""
1329393,171649,Charpentieria nobilis,2.1,Site/area management,""
1329393,171649,Charpentieria nobilis,1.2,Resource & habitat protection,""
1329393,171649,Charpentieria nobilis,4.3,Awareness & communications,""
1329393,171649,Charpentieria nobilis,1.1,Site/area protection,""
1329505,171658,Bulgarica pseudofraudigera,5.1.2,National level,""
1329603,171665,Gyralina korabensis,5.4.4,Scale unspecified,""
1329603,171665,Gyralina korabensis,1.2,Resource & habitat protection,""
1329603,171665,Gyralina korabensis,1.1,Site/area protection,""
1329701,171672,Meledella werneri,2.1,Site/area management,""
1329701,171672,Meledella werneri,4.2,Training,""
1329701,171672,Meledella werneri,1.1,Site/area protection,""
1329701,171672,Meledella werneri,5.2,Policies and regulations,""
1329832,171678,Muticaria syracusana,2.1,Site/area management,""
1329832,171678,Muticaria syracusana,5.1.4,Scale unspecified,""
1329930,171685,Oxychilus amblyopus,1.2,Resource & habitat protection,""
1329930,171685,Oxychilus amblyopus,5.1.3,Sub-national level,""
1329930,171685,Oxychilus amblyopus,5.1.2,National level,""
1329930,171685,Oxychilus amblyopus,4.1,Formal education,""
1329930,171685,Oxychilus amblyopus,1.1,Site/area protection,""
1329930,171685,Oxychilus amblyopus,3.1.1,Harvest management,""
1329958,171687,Oxychilus anjana,5.4.3,Sub-national level,""
1329958,171687,Oxychilus anjana,5.1.2,National level,""
1330070,171695,Carpathica bielawskii,5.1.3,Sub-national level,""
1330070,171695,Carpathica bielawskii,5.1.2,National level,""
1330168,171702,Vitrea mikuskai,1.2,Resource & habitat protection,""
1330168,171702,Vitrea mikuskai,5.1.3,Sub-national level,""
1330168,171702,Vitrea mikuskai,5.1.2,National level,""
1330168,171702,Vitrea mikuskai,1.1,Site/area protection,""
1330210,171705,Carinigera drenovoensis,2.1,Site/area management,""
1330210,171705,Carinigera drenovoensis,1.2,Resource & habitat protection,""
1330210,171705,Carinigera drenovoensis,5.1.3,Sub-national level,""
1330210,171705,Carinigera drenovoensis,5.1.2,National level,""
1330210,171705,Carinigera drenovoensis,5.1.1,International level,""
1330210,171705,Carinigera drenovoensis,1.1,Site/area protection,""
1330224,171706,Gyralina velasensis,1.1,Site/area protection,""
1330448,171722,Carinigera septima,5.1.3,Sub-national level,""
1330448,171722,Carinigera septima,5.1.2,National level,""
1330448,171722,Carinigera septima,5.1.1,International level,""
1330448,171722,Carinigera septima,1.1,Site/area protection,""
1330518,171727,Bulgarica stolii,2.1,Site/area management,""
1330518,171727,Bulgarica stolii,1.1,Site/area protection,""
1330644,171736,Oxychilus nautiliformis,1.1,Site/area protection,""
1330816,171744,Oxychilus alicurensis,2.1,Site/area management,""
1330830,171745,Charpentieria crassicostata,5.1.4,Scale unspecified,""
1330830,171745,Charpentieria crassicostata,4.3,Awareness & communications,""
1330830,171745,Charpentieria crassicostata,4.1,Formal education,""
1330830,171745,Charpentieria crassicostata,1.1,Site/area protection,""
1330830,171745,Charpentieria crassicostata,3.1.2,Trade management,""
1330830,171745,Charpentieria crassicostata,3.1.1,Harvest management,""
1331080,171759,Bulgarica mystica,2.3,Habitat & natural process restoration,""
1331080,171759,Bulgarica mystica,1.2,Resource & habitat protection,""
1331080,171759,Bulgarica mystica,1.1,Site/area protection,""
1331414,171776,Tandonia bosnensis,2.1,Site/area management,""
1331414,171776,Tandonia bosnensis,5.1.2,National level,""
1331414,171776,Tandonia bosnensis,1.1,Site/area protection,""
1331428,171777,Albinaria ithomensis,1.2,Resource & habitat protection,""
1331428,171777,Albinaria ithomensis,5.1.2,National level,""
1331428,171777,Albinaria ithomensis,1.1,Site/area protection,""
1331568,171787,Hypnophila incerta,1.2,Resource & habitat protection,""
1331568,171787,Hypnophila incerta,1.1,Site/area protection,""
1338166,171986,Gigantomilax benjaminus,5.4.2,National level,""
1338166,171986,Gigantomilax benjaminus,5.1.3,Sub-national level,""
1338166,171986,Gigantomilax benjaminus,1.1,Site/area protection,""
1338180,171990,Balcanodiscus stummerorum,1.1,Site/area protection,""
1338222,171994,Spelaeodiscus bulgaricus,5.4.4,Scale unspecified,""
1338222,171994,Spelaeodiscus bulgaricus,1.2,Resource & habitat protection,""
1338222,171994,Spelaeodiscus bulgaricus,1.1,Site/area protection,""
1338250,171998,Mediterranea mariensis,1.1,Site/area protection,""
1338278,172002,Limax brandstetteri,1.1,Site/area protection,""
1338348,172013,Albinaria linnei,5.4.2,National level,""
1338348,172013,Albinaria linnei,1.2,Resource & habitat protection,""
1338348,172013,Albinaria linnei,1.1,Site/area protection,""
2304503,194217,Quercus pauciradiata,1.1,Site/area protection,""
2304503,194217,Quercus pauciradiata,3.4.2,Genome resource bank,""
2442702,196116,Backeljaia corbellai,1.2,Resource & habitat protection,""
2442702,196116,Backeljaia corbellai,3.1.1,Harvest management,""
2442702,196116,Backeljaia corbellai,4.1,Formal education,""
2442702,196116,Backeljaia corbellai,5.1.2,National level,""
2442702,196116,Backeljaia corbellai,5.1.3,Sub-national level,""
2496643,197702,Typhlatya miravetensis,1.1,Site/area protection,""
2497477,197723,Troglocaris bosnica,2.3,Habitat & natural process restoration,""
2497477,197723,Troglocaris bosnica,2.1,Site/area management,""
2500309,197798,Troglocaris neglecta,2.3,Habitat & natural process restoration,""
2500309,197798,Troglocaris neglecta,2.1,Site/area management,""
2500309,197798,Troglocaris neglecta,1.1,Site/area protection,""
2501737,197826,Typhlocaris salentina,2.1,Site/area management,""
2501737,197826,Typhlocaris salentina,1.1,Site/area protection,""
2513284,198142,Troglocaris kapelana,2.3,Habitat & natural process restoration,""
2513284,198142,Troglocaris kapelana,2.1,Site/area management,""
2520643,198319,Gallocaris inermis,1.1,Site/area protection,""
2758435,202990,Santolina oblongifolia,1.2,Resource & habitat protection,""
2758435,202990,Santolina oblongifolia,3.1.1,Harvest management,""
2762654,203261,Salvia officinalis subsp. lavandulifolia,2.1,Site/area management,""
2762708,203270,Sideritis reverchonii,1.2,Resource & habitat protection,""
2762708,203270,Sideritis reverchonii,5.1.3,Sub-national level,""
2762708,203270,Sideritis reverchonii,5.1.2,National level,""
2762750,203278,Teucrium eriocephalum subsp. almeriense,1.1,Site/area protection,""
2789451,2845,Boettgeria obesiuscula,1.1,Site/area protection,""
2792714,30330,Picconia azorica,2.2,Invasive/problematic species control,""
2792714,30330,Picconia azorica,1.1,Site/area protection,""
2792815,30336,Sideroxylon mirmulans,2.3,Habitat & natural process restoration,""
2792815,30336,Sideroxylon mirmulans,2.2,Invasive/problematic species control,""
2792815,30336,Sideroxylon mirmulans,1.1,Site/area protection,""
2792815,30336,Sideroxylon mirmulans,3.4.1,Captive breeding/artificial propagation,""
2792815,30336,Sideroxylon mirmulans,3.3.1,Reintroduction,""
2839325,33956,Frangula azorica,2.2,Invasive/problematic species control,""
2839325,33956,Frangula azorica,4.3,Awareness & communications,""
2839325,33956,Frangula azorica,4.2,Training,""
2839325,33956,Frangula azorica,4.1,Formal education,""
2839325,33956,Frangula azorica,3.4.2,Genome resource bank,""
2839325,33956,Frangula azorica,3.3.1,Reintroduction,""
2848871,34161,Larix decidua var. polonica,2.3,Habitat & natural process restoration,""
2848871,34161,Larix decidua var. polonica,1.1,Site/area protection,""
2848871,34161,Larix decidua var. polonica,2.1,Site/area management,""
2850164,34191,Pinus nigra subsp. dalmatica,2.3,Habitat & natural process restoration,""
2850164,34191,Pinus nigra subsp. dalmatica,2.2,Invasive/problematic species control,""
3106291,61645,Atriplex lanfrancoi,2.1,Site/area management,None
3106291,61645,Atriplex lanfrancoi,1.1,Site/area protection,None
3106291,61645,Atriplex lanfrancoi,5.4.2,National level,""
3106569,61649,Euphorbia margalidiana,3.2,Species recovery,
3106569,61649,Euphorbia margalidiana,3.3.2,Benign introduction,
3216278,10789,Idiomela subplicata,4.3,Awareness & communications,
3216278,10789,Idiomela subplicata,2.2,Invasive/problematic species control,
3221010,10834,Insulivitrina reticulata,1.1,Site/area protection,
3239870,11027,Knipowitschia thessala,5.1.1,International level,None
3239870,11027,Knipowitschia thessala,5.4.2,National level,None
3239870,11027,Knipowitschia thessala,5.4.1,International level,None
3239870,11027,Knipowitschia thessala,2.1,Site/area management,None
3240024,11028,Knipowitschia goerneri,5.1.1,International level,None
3240024,11028,Knipowitschia goerneri,5.4.1,International level,None
3240157,11029,Knipowitschia milleri,5.1.1,International level,None
3240157,11029,Knipowitschia milleri,5.4.1,International level,None
3252949,11133,Ladigesocypris ghigii,2.1,Site/area management,None
3252949,11133,Ladigesocypris ghigii,2.3,Habitat & natural process restoration,None
