assessmentId,internalTaxonId,scientificName,code,name,presence,origin,seasonality,formerlyBred
1320388,171039,Albinaria litoraria,GR,Greece,Extant,Native,"[""Resident""]",Yes
1320486,171046,Carinigera liebegottae,GR,Greece,Extant,Native,"[""Resident""]",
1320598,171054,Doraegopis carinatus,GR,Greece,Extant,Native,"[""Resident""]",
1320626,171056,Oxychilus gardinii,IT,Italy,Extant,Native,"[""Resident""]",
1320668,171059,Oxychilus uziellii,IT,Italy,Extant,Native,"[""Resident""]",
1320682,171060,Vallatia vallata,GR,Greece,Extant,Native,"[""Resident""]",
1320710,171062,Oxychilus canini,IT,Italy,Extant,Native,"[""Resident""]",
1320766,171066,Cecilioides actoniana,IT,Italy,Extant,Native,"[""Resident""]",
1320780,171067,Janulus pompylius,ES,Spain,Extant,Native,,
1320794,171068,Limax wolterstorffi,FR,France,Extant,Native,"[""Resident""]",
1320822,171070,Idyla liebegottae,GR,Greece,Extant,Native,"[""Resident""]",
1320836,171071,Tsoukatosia christinae,GR,Greece,Extant,Native,"[""Resident""]",
1320878,171074,Bulgarica urbanskii,BG,Bulgaria,Extant,Native,"[""Resident""]",
1320892,171075,Sciocochlea collasi,GR,Greece,Extant,Native,"[""Resident""]",
1320920,171077,Leucostigma candidescens,IT,Italy,Extant,Native,"[""Resident""]",
1320934,171078,Carinigera pellucida,MK,North Macedonia,Extant,Native,"[""Resident""]",
1320962,171080,Tandonia dalmatina,HR,Croatia,Extant,Native,"[""Resident""]",
1320976,171081,Sphincterochila insularis,GR,Greece,Extant,Native,"[""Resident""]",
1320990,171082,Cecilioides stephaniana,IT,Italy,Extant,Native,"[""Resident""]",
1321018,171084,Macedonica pirotana,RS,Serbia,Extant,Native,"[""Resident""]",Yes
1321060,171087,Oxychilus lathyri,FR,France,Extant,Native,"[""Resident""]",
1321074,171088,Schistophallus oscari,RO,Romania,Extant,Native,"[""Resident""]",
1321102,171090,Bulgarica moellendorffi,RS,Serbia,Extant,Native,"[""Resident""]",
1321116,171091,Daudebardia wiktori,BG,Bulgaria,Extant,Native,"[""Resident""]",
1321130,171092,Laciniaria bajula,BG,Bulgaria,Extant,Native,"[""Resident""]",
1321144,171093,Gyralina pageti,GR,Greece,Extant,Native,"[""Resident""]",
1321158,171094,Retinella rochebruni,ES,Spain,Extant,Native,,
1321172,171095,Limax dobrogicus,RO,Romania,Extant,Native,"[""Resident""]",
1321214,171098,Ferussacia tumidula,ES,Spain,Extant,Native,"[""Resident""]",
1321270,171103,Balea nitida,PT,Portugal,Extant,Native,,
1321284,171104,Oxychilus spectabilis,PT,Portugal,Extant,Native,"[""Resident""]",
1321368,171108,Doraegopis euboeicus,GR,Greece,Extant,Native,"[""Resident""]",
1321382,171109,Bulgarica pavlovici,RS,Serbia,Extant,Native,"[""Resident""]",
1321410,171111,Lindbergia gittenbergeri,GR,Greece,Extant,Native,"[""Resident""]",
1321424,171112,Atlantica retexta,ES,Spain,Extant,Native,,
1321438,171113,Cibinia transsilvanica,RO,Romania,Extant,Native,"[""Resident""]",
1321452,171114,Ferussacia attenuata,ES,Spain,Extant,Native,"[""Resident""]",
1321494,171117,Doraegopis boeoticus,GR,Greece,Extant,Native,"[""Resident""]",
1321508,171118,Milax verrucosus,BG,Bulgaria,Extant,Native,"[""Resident""]",
1321536,171120,Balcanodiscus magnus,GR,Greece,Extant,Native,"[""Resident""]",
1321550,171121,Allaegopis subariedeli,GR,Greece,Extant,Native,"[""Resident""]",
1321578,171123,Isabellaria perplana,GR,Greece,Extant,Native,"[""Resident""]",
1321606,171125,Arion gilvus,ES,Spain,Extant,Native,"[""Resident""]",
1321620,171126,Delima edmibrani,HR,Croatia,Extant,Native,"[""Resident""]",Yes
1321676,171130,Montenegrina helvola,AL,Albania,Extant,Native,"[""Resident""]",Yes
1321732,171134,Oxychilus blauneri,FR,France,Extant,Native,"[""Resident""]",
1321760,171136,Vitrea schuetti,GR,Greece,Extant,Native,"[""Resident""]",
1321802,171139,Atlantica gomerensis,ES,Spain,Extant,Native,,
1321830,171141,Albinaria sublamellosa,GR,Greece,Extant,Native,"[""Resident""]",
1321844,171142,Ferussacia vitrea,ES,Spain,Extant,Native,"[""Resident""]",
1321858,171143,Macedonica slavica,MK,North Macedonia,Extant,Native,"[""Resident""]",
1321872,171144,Delima pellucida,HR,Croatia,Extant,Native,"[""Resident""]",Yes
1321886,171145,Arion iratii,ES,Spain,Extant,Native,"[""Resident""]",
1321971,171149,Vitrea zilchi,HR,Croatia,Extant,Native,"[""Resident""]",
1322042,171152,Mediterranea mylonasi,GR,Greece,Extant,Native,"[""Resident""]",Yes
1322056,171153,Albinaria krueperi,GR,Greece,Extant,Native,"[""Resident""]",
1322070,171154,Charpentieria tiberii,IT,Italy,Extant,Native,"[""Resident""]",
1322098,171156,Alopia glauca,RO,Romania,Extant,Native,"[""Resident""]",
1322126,171158,Gyralina tarabosensis,AL,Albania,Extant,Native,"[""Resident""]",
1322168,171161,Mediterranea polygyra,IT,Italy,Extant,Native,"[""Resident""]",
1322182,171162,Albinaria hohorsti,GR,Greece,Extant,Native,"[""Resident""]",
1322196,171163,Alopia meschendorferi,RO,Romania,Extant,Native,"[""Resident""]",
1322224,171165,Graecophaedusa sperrlei,GR,Greece,Extant,Native,"[""Resident""]",
1322266,171168,Pyrgella leacociana,PT,Portugal,Extant,Native,"[""Resident""]",
1322338,171171,Oxychilus majori,IT,Italy,Extant,Native,"[""Resident""]",
1322352,171172,Zonites messenicus,GR,Greece,Extant,Native,"[""Resident""]",
1322408,171176,Vitrea schneideri,GR,Greece,Extant,Native,"[""Resident""]",
1322464,171181,Delima helenae,HR,Croatia,Extant,Native,"[""Resident""]",Yes
1322520,171185,Limax granosus,FR,France,Extant,Native,"[""Resident""]",
1322604,171191,Oxychilus courquini,ES,Spain,Extant,Native,"[""Resident""]",
1322632,171193,Albinaria haessleini,GR,Greece,Extant,Native,"[""Resident""]",
1322660,171195,Vitrea matsakisi,GR,Greece,Extant,Native,"[""Resident""]",
1322716,171199,Arion paularensis,ES,Spain,Extant,Native,"[""Resident""]",
1322758,171202,Laciniaria macilenta,BG,Bulgaria,Extant,Native,"[""Resident""]",
1322772,171203,Amphorella tuberculata,PT,Portugal,Extant,Native,"[""Resident""]",
1322886,171209,Arion urbiae,ES,Spain,Extant,Native,"[""Resident""]",
1322942,171213,Delima hiltrudis,HR,Croatia,Extant,Native,"[""Resident""]",Yes
1322956,171214,Macedonica zilchi,BG,Bulgaria,Extant,Native,"[""Resident""]",
1322970,171215,Carinigera thessalonica,GR,Greece,Extant,Native,"[""Resident""]",
1322984,171216,Macedonica guicciardii,GR,Greece,Extant,Native,"[""Resident""]",
1322998,171217,Albinaria contaminata,GR,Greece,Extant,Native,"[""Resident""]",
1323012,171218,Arion baeticus,ES,Spain,Extant,Native,"[""Resident""]",
1323040,171220,Carinigera chelidromia,GR,Greece,Extant,Native,"[""Resident""]",
1323082,171223,Carinigera calabacensis,GR,Greece,Extant,Native,"[""Resident""]",
1323096,171224,Alopia nefasta,RO,Romania,Extant,Native,"[""Resident""]",
1323124,171226,Limax veronensis,IT,Italy,Extant,Native,"[""Resident""]",
1323166,171230,Arion franciscoloi,IT,Italy,Extant,Native,"[""Resident""]",
1323194,171232,Medora italiana,IT,Italy,Extant,Native,"[""Resident""]",
1323208,171233,Aegopinella graziadei,IT,Italy,Extant,Native,"[""Resident""]",
1323250,171236,Isabellaria bathyclista,GR,Greece,Extant,Native,"[""Resident""]",
1323264,171237,Macedonica brabeneci,BG,Bulgaria,Extant,Native,"[""Resident""]",No
1323278,171239,Mediterranea ionica,HR,Croatia,Presence Uncertain,Origin Uncertain,,
1323278,171239,Mediterranea ionica,IT,Italy,Presence Uncertain,Origin Uncertain,,
1323278,171239,Mediterranea ionica,GR,Greece,Extant,Native,"[""Resident""]",
1323306,171241,Albinaria hians,GR,Greece,Extant,Native,"[""Resident""]",
1323320,171242,Mediterranea pieperi,GR,Greece,Extant,Native,"[""Resident""]",Yes
1323362,171245,Gyralina gjirokastrana,AL,Albania,Extant,Native,"[""Resident""]",
1323432,171250,Albinaria petrosa,GR,Greece,Extant,Native,"[""Resident""]",
1323488,171254,Vitrea argolica,GR,Greece,Extant,Native,"[""Resident""]",
1323586,171261,Janulus bifrons,PT,Portugal,Extant,Native,"[""Resident""]",
1323600,171262,Cochlodina meisneriana,FR,France,Extant,Native,"[""Resident""]",
1323614,171263,Albinaria gerolimena,GR,Greece,Extant,Native,"[""Resident""]",
1323628,171264,Protoherilla mirabilis,ME,Montenegro,Extant,Native,"[""Resident""]",
1323670,171267,Balea kaeufeli,BG,Bulgaria,Extant,Native,"[""Resident""]",
1323698,171269,Klemmia sinistrorsa,ME,Montenegro,Extant,Native,"[""Resident""]",
1323726,171271,Oxychilus tropidophorus,FR,France,Extant,Native,"[""Resident""]",
1323768,171274,Charpentieria ernae,IT,Italy,Extant,Native,"[""Resident""]",
1323782,171275,Macedonica ypsilon,GR,Greece,Extant,Native,"[""Resident""]",
1323796,171276,Oxychilus denatale,IT,Italy,Extant,Native,"[""Resident""]",
1323810,171277,Ferussacia submajor,ES,Spain,Extant,Native,"[""Resident""]",
1323824,171278,Isabellaria thermopylarum,GR,Greece,Extant,Native,"[""Resident""]",
1323838,171279,Oxychilus brincki,PT,Portugal,Extant,Native,"[""Resident""]",
1323852,171280,Zonites kobelti,GR,Greece,Extant,Native,"[""Resident""]",
1323866,171281,Albinaria mixta,GR,Greece,Extant,Native,"[""Resident""]",Yes
1323880,171282,Bulgarica fraudigera,BG,Bulgaria,Extant,Native,"[""Resident""]",
1323922,171285,Oxychilus absoloni,BA,Bosnia and Herzegovina,Extant,Native,"[""Resident""]",
1323936,171286,Alopia pomatias,RO,Romania,Extant,Native,"[""Resident""]",
1323964,171288,Arion flagellus,GB,United Kingdom,Extant,Origin Uncertain,,
1323964,171288,Arion flagellus,ES,Spain,Extant,Native,,
1323964,171288,Arion flagellus,IM,Isle of Man,Extant,Origin Uncertain,,
1323964,171288,Arion flagellus,IE,Ireland,Extant,Origin Uncertain,,
1324006,171291,Oxychilus obscuratus,FR,France,Extant,Native,"[""Resident""]",
1324020,171292,Agathylla biloba,ME,Montenegro,Presence Uncertain,Native,"[""Resident""]",
1324020,171292,Agathylla biloba,AL,Albania,Extant,Native,"[""Resident""]",
1324076,171296,Albinaria grisea,GR,Greece,Extant,Native,"[""Resident""]",
1324090,171297,Vitrea demiobasensis,GR,Greece,Extant,Native,"[""Resident""]",
1324104,171298,Albinaria broemmei,GR,Greece,Extant,Native,"[""Resident""]",
1324118,171299,Carinigera leucorhaphe,GR,Greece,Extant,Native,"[""Resident""]",
1324132,171300,Isabellaria sericata,GR,Greece,Extant,Native,"[""Resident""]",
1324146,171301,Montenegrina cattaroensis,ME,Montenegro,Extant,Native,"[""Resident""]",Yes
1324202,171305,Paraegopis bizonus,AL,Albania,Extant,Native,"[""Resident""]",
1324342,171315,Alopia canescens,RO,Romania,Extant,Native,,
1324384,171318,Ferussacia fritschi,ES,Spain,Extant,Native,"[""Resident""]",
1324426,171322,Daudebardia dacica,RO,Romania,Extant,Native,"[""Resident""]",Yes
1324468,171323,Albinaria edmundi,GR,Greece,Extant,Native,"[""Resident""]",
1324496,171325,Amphorella intermedia,PT,Portugal,Extant,Native,"[""Resident""]",
1324582,171329,Oxychilus lagrecai,IT,Italy,Extant,Native,"[""Resident""]",
1324596,171330,Klemmia magnicosta,ME,Montenegro,Extant,Native,"[""Resident""]",
1324638,171333,Inchoatia megdova,GR,Greece,Extant,Native,"[""Resident""]",
1324652,171334,Janulus stephanophorus,PT,Portugal,Extant,Native,,
1324708,171338,Ferussacia lanzarotensis,ES,Spain,Extant,Native,"[""Resident""]",
1324722,171339,Oxychilus meridionalis,IT,Italy,Extant,Native,"[""Resident""]",
1324764,171342,Limax gerhardti,IT,Italy,Extant,Native,"[""Resident""]",
1324820,171346,Amphorella tornatellina,PT,Portugal,Extant,Native,"[""Resident""]",
1324892,171349,Milax parvulus,BG,Bulgaria,Extant,Native,"[""Resident""]",
1324920,171351,Charpentieria splendens,AL,Albania,Extant,Native,"[""Resident""]",
1324934,171352,Charpentieria scarificata,IT,Italy,Extant,Native,"[""Resident""]",
1324962,171354,Albinaria thiesseae,GR,Greece,Extant,Native,"[""Resident""]",Yes
1324990,171356,Oxychilus lentiformis,ES,Spain,Extant,Native,"[""Resident""]",
1325004,171357,Agathylla strigillata,HR,Croatia,Extant,Native,"[""Resident""]",
1325018,171358,Daudebardia ponorica,RO,Romania,Extant,Native,"[""Resident""]",
1325116,171365,Gyralina tsatsae,GR,Greece,Extant,Native,"[""Resident""]",
1325130,171366,Tandonia croatica,HR,Croatia,Extant,Native,"[""Resident""]",
1325158,171368,Tandonia pinteri,BG,Bulgaria,Extant,Native,"[""Resident""]",No
1325186,171370,Isabellaria almae,GR,Greece,Extant,Native,"[""Resident""]",
1325200,171371,Medora eris,HR,Croatia,Extant,Native,"[""Resident""]",Yes
1325214,171372,Hypnophila girottii,IT,Italy,Extant,Native,"[""Resident""]",
1325228,171373,Doraegopis subaii,GR,Greece,Extant,Native,"[""Resident""]",
1325270,171376,Zonites parnonensis,GR,Greece,Extant,Native,"[""Resident""]",
1325284,171377,Isabellaria lutracana,GR,Greece,Extant,Native,"[""Resident""]",
1325298,171378,Isabellaria parnassia,GR,Greece,Extant,Native,"[""Resident""]",
1325326,171380,Lehmannia islandica,IS,Iceland,Extant,Native,"[""Resident""]",Yes
1325340,171381,Euxinella radikae,MK,North Macedonia,Extant,Native,"[""Resident""]",
1325368,171384,Oxychilus oppressus,IT,Italy,Extant,Native,"[""Resident""]",
1325382,171385,Charpentieria incerta,IT,Italy,Extant,Native,"[""Resident""]",
1325424,171388,Tandonia sowerbyi,GB,United Kingdom,Extant,Origin Uncertain,,
1325424,171388,Tandonia sowerbyi,ES,Spain,Extant,Origin Uncertain,,
1325424,171388,Tandonia sowerbyi,SI,Slovenia,Extant,Origin Uncertain,,
1325424,171388,Tandonia sowerbyi,IM,Isle of Man,Extant,Origin Uncertain,,
1325424,171388,Tandonia sowerbyi,IE,Ireland,Extant,Origin Uncertain,,
1325424,171388,Tandonia sowerbyi,GG,Guernsey,Extant,Origin Uncertain,,
1325424,171388,Tandonia sowerbyi,GR,Greece,Extant,Native,"[""Resident""]",
1325424,171388,Tandonia sowerbyi,FR,France,Extant,Origin Uncertain,,
1325424,171388,Tandonia sowerbyi,HR,Croatia,Extant,Origin Uncertain,,
1325424,171388,Tandonia sowerbyi,AT,Austria,Extant,Origin Uncertain,,
1325424,171388,Tandonia sowerbyi,AL,Albania,Extant,Origin Uncertain,,
1325424,171388,Tandonia sowerbyi,IT,Italy,Extant,Origin Uncertain,,
1325424,171388,Tandonia sowerbyi,JE,Jersey,Extant,Origin Uncertain,,
1325424,171388,Tandonia sowerbyi,MK,North Macedonia,Extant,Origin Uncertain,,
1325424,171388,Tandonia sowerbyi,MT,Malta,Extant,Origin Uncertain,,
1325424,171388,Tandonia sowerbyi,ME,Montenegro,Extant,Origin Uncertain,,
1325424,171388,Tandonia sowerbyi,NL,Netherlands,Extant,Origin Uncertain,,
1325424,171388,Tandonia sowerbyi,RS,Serbia,Extant,Origin Uncertain,,
1325424,171388,Tandonia sowerbyi,PT,Portugal,Extant,Origin Uncertain,,
1325424,171388,Tandonia sowerbyi,BA,Bosnia and Herzegovina,Extant,Origin Uncertain,,
1325466,171391,Macedonica hartmuti,BG,Bulgaria,Extant,Native,"[""Resident""]",
1325480,171392,Hypnophila zacynthia,GR,Greece,Extant,Native,"[""Resident""]",
1325494,171393,Bulgarica hiltrudae,BG,Bulgaria,Extant,Native,"[""Resident""]",No
1325522,171395,Boettgeria jensi,PT,Portugal,Extant,Native,,
1325598,171398,Lampedusa lopadusae,IT,Italy,Extant,Native,"[""Resident""]",
1325626,171400,Spelaeodiscus dejongi,ME,Montenegro,Extant,Native,"[""Resident""]",
1325640,171401,Vitrea spelaea,ME,Montenegro,Presence Uncertain,Native,"[""Resident""]",
1325640,171401,Vitrea spelaea,BA,Bosnia and Herzegovina,Extant,Native,"[""Resident""]",
1325668,171403,Oxychilus nortoni,IT,Italy,Extant,Native,"[""Resident""]",
1325682,171404,Hypnophila emiliana,IT,Italy,Extant,Native,"[""Resident""]",
1325696,171405,Oxychilus egadiensis,IT,Italy,Extant,Native,"[""Resident""]",
1325710,171406,Oxychilus rateranus,ES,Spain,Extant,Native,"[""Resident""]",
1325724,171408,Charpentieria eminens,IT,Italy,Extant,Native,"[""Resident""]",
1325738,171409,Cecilioides clessini,PT,Portugal,Extant,Native,"[""Resident""]",
1325752,171410,Agathylla viperina,HR,Croatia,Extant,Native,"[""Resident""]",
1325766,171411,Medora lesinensis,ME,Montenegro,Extant,Native,"[""Resident""]",Yes
1325766,171411,Medora lesinensis,HR,Croatia,Presence Uncertain,Native,"[""Resident""]",Yes
1325808,171414,Limax ciminensis,IT,Italy,Extant,Native,"[""Resident""]",
1325836,171416,Keraea deflorata,PT,Portugal,Possibly Extinct,Native,"[""Resident""]",
1325864,171418,Amphorella gracilis,PT,Portugal,Extant,Native,"[""Resident""]",
1325908,171419,Arion lusitanicus,PT,Portugal,Extant,Native,,
1325978,171424,Mediterranea montivaga,RO,Romania,Extant,Native,"[""Resident""]",
1326034,171428,Troglovitrea argintarui,RO,Romania,Extant,Native,"[""Resident""]",
1326160,171437,Allaegopis transiens,GR,Greece,Extant,Native,"[""Resident""]",
1326188,171439,Vitrea minellii,IT,Italy,Extant,Native,"[""Resident""]",
1326216,171441,Zonites euboeicus,GR,Greece,Extant,Native,"[""Resident""]",
1326272,171445,Oxychilus pityusanus,ES,Spain,Extant,Native,"[""Resident""]",
